id;festival;categoria;año;premiado_a;director
3090;Círculo de Críticos de Nueva York (NYFCC) ; Mejor dirección: ;1981; Tootsie ; Kathryn Bigelow
3091;Círculo de Críticos de Nueva York (NYFCC) ; Mejor dirección: ;1980; El príncipe de la ciudad ; Jessica Chastain
3092;Círculo de Críticos de Nueva York (NYFCC) ; Mejor dirección: ;1979; Melvin y Howard ; Joel Edgerton
3093;Círculo de Críticos de Nueva York (NYFCC) ; Mejor dirección: ;1978; Manhattan ; Taylor Kinney
3094;Círculo de Críticos de Nueva York (NYFCC) ; Mejor dirección: ;1977; Días del cielo ; Michel Hazanavicius
3095;Círculo de Críticos de Nueva York (NYFCC) ; Mejor dirección: ;1976; Annie Hall ; Jean Dujardin
3096;Círculo de Críticos de Nueva York (NYFCC) ; Mejor dirección: ;1975; Todos los hombres del presidente ; Bérénice Bejo
3097;Círculo de Críticos de Nueva York (NYFCC) ; Mejor dirección: ;1974; Nashville ; James Cromwell
3098;Círculo de Críticos de Nueva York (NYFCC) ; Mejor dirección: ;1973; Amarcord ; David Fincher
3099;Círculo de Críticos de Nueva York (NYFCC) ; Mejor dirección: ;1972; La noche americana ; Jesse Eisenberg
3100;Círculo de Críticos de Nueva York (NYFCC) ; Mejor dirección: ;1971; Gritos y susurros ; Andrew Garfield
3101;Círculo de Críticos de Nueva York (NYFCC) ; Mejor dirección: ;1970; La naranja mecánica ; Justin Timberlake
3102;Círculo de Críticos de Nueva York (NYFCC) ; Mejor dirección: ;1969; Mi vida es mi vida ; Kathryn Bigelow
3103;Círculo de Críticos de Nueva York (NYFCC) ; Mejor dirección: ;1968; Z ; Jeremy Renner
3104;Círculo de Críticos de Nueva York (NYFCC) ; Mejor dirección: ;1967; Raquel, Raquel ; Anthony Mackie
3105;Círculo de Críticos de Nueva York (NYFCC) ; Mejor dirección: ;1966; El graduado ; Brian Geraghty
3106;Círculo de Críticos de Nueva York (NYFCC) ; Mejor dirección: ;1965; Un hombre para la eternidad ; Mike Leigh
3107;Círculo de Críticos de Nueva York (NYFCC) ; Mejor dirección: ;1964; Darling ; Sally Hawkins
3108;Círculo de Críticos de Nueva York (NYFCC) ; Mejor dirección: ;1963; ¿Teléfono rojo? Volamos hacia Moscú ; Alexis Zegerman
3109;Círculo de Críticos de Nueva York (NYFCC) ; Mejor dirección: ;1962; Tom Jones ; Eddie Marsan
3110;Círculo de Críticos de Nueva York (NYFCC) ; Mejor dirección: ;1961; El buscavidas ; Joel Coen
3111;Círculo de Críticos de Nueva York (NYFCC) ; Mejor dirección: ;1960; Hijos y amantes ; Ethan Coen
3112;Círculo de Críticos de Nueva York (NYFCC) ; Mejor dirección: ;1959; El apartamento ; Josh Brolin
3113;Círculo de Críticos de Nueva York (NYFCC) ; Mejor dirección: ;1958; Historia de una monja ; Tommy Lee Jones
3114;Círculo de Críticos de Nueva York (NYFCC) ; Mejor dirección: ;1957; Fugitivos ; Javier Bardem
3115;Círculo de Críticos de Nueva York (NYFCC) ; Mejor dirección: ;1956; El puente sobre el río Kwai ; Martin Scorsese
3116;Círculo de Críticos de Nueva York (NYFCC) ; Mejor dirección: ;1955; Moby Dick ; Leonardo DiCaprio
3117;Círculo de Críticos de Nueva York (NYFCC) ; Mejor dirección: ;1954; Locuras de verano ; Matt Damon
3118;Círculo de Críticos de Nueva York (NYFCC) ; Mejor dirección: ;1953; La ley del silencio ; Jack Nicholson
3119;Círculo de Críticos de Nueva York (NYFCC) ; Mejor dirección: ;1952; De aquí a la eternidad ; Ang Lee
3120;Círculo de Críticos de Nueva York (NYFCC) ; Mejor dirección: ;1951; Solo ante el peligro ; Heath Ledger
3121;Círculo de Críticos de Nueva York (NYFCC) ; Mejor dirección: ;1950; Un tranvía llamado Deseo ; Jake Gyllenhaal
3122;Círculo de Críticos de Nueva York (NYFCC) ; Mejor dirección: ;1949; Eva al desnudo ; Anne Hathaway
3123;Círculo de Críticos de Nueva York (NYFCC) ; Mejor dirección: ;1948; El ídolo caído ; Clint Eastwood
3124;Círculo de Críticos de Nueva York (NYFCC) ; Mejor dirección: ;1947; El tesoro de Sierra Madre ; Clint Eastwood
3125;Círculo de Críticos de Nueva York (NYFCC) ; Mejor dirección: ;1946; El justiciero ; Hilary Swank
3126;Círculo de Críticos de Nueva York (NYFCC) ; Mejor dirección: ;1945; La barrera invisible ; Morgan Freeman
3127;Círculo de Críticos de Nueva York (NYFCC) ; Mejor dirección: ;1944; Los mejores años de nuestra vida ; Sofia Coppola
3128;Círculo de Críticos de Nueva York (NYFCC) ; Mejor dirección: ;1943; Días sin huella ; Bill Murray
3129;Círculo de Críticos de Nueva York (NYFCC) ; Mejor dirección: ;1942; Siguiendo mi camino ; Scarlett Johansson
3130;Círculo de Críticos de Nueva York (NYFCC) ; Mejor dirección: ;1941; El amor llamó dos veces ; Giovanni Ribisi
3131;Círculo de Críticos de Nueva York (NYFCC) ; Mejor dirección: ;1940; Wake Island ; Todd Haynes
3132;Círculo de Críticos de Nueva York (NYFCC) ; Mejor dirección: ;1939; ¡Qué verde era mi valle! ; Julianne Moore
3133;Círculo de Críticos de Nueva York (NYFCC) ; Mejor dirección: ;1938; Hombres intrépidos ; Dennis Quaid
3134;Círculo de Críticos de Nueva York (NYFCC) ; Mejor dirección: ;1937; Las uvas de la ira ; Dennis Haysbert
3135;Círculo de Críticos de Nueva York (NYFCC) ; Mejor dirección: ;1936; La diligencia ; Robert Altman
3136;Círculo de Críticos de Nueva York (NYFCC) ; Mejor dirección: ;1935; Alarma en el expreso ; Kelly MacDonald
3137;Asociación de Críticos de Los Ángeles (LAFCA) ; Mejor película: ;2022; TÁR ; Todd Field
3138;Asociación de Críticos de Los Ángeles (LAFCA) ; Mejor película: ;2021; Todo a la vez en todas partes ; Cate Blanchett
3139;Asociación de Críticos de Los Ángeles (LAFCA) ; Mejor película: ;2020; Drive My Car ; Nina Hoss
3140;Asociación de Críticos de Los Ángeles (LAFCA) ; Mejor película: ;2019; Small Axe (Miniserie de TV) ; Noémie Merlant
3141;Asociación de Críticos de Los Ángeles (LAFCA) ; Mejor película: ;2018; Parásitos ; Dan Kwan
3142;Asociación de Críticos de Los Ángeles (LAFCA) ; Mejor película: ;2017; Roma ; Daniel Scheinert
3143;Asociación de Críticos de Los Ángeles (LAFCA) ; Mejor película: ;2016; Call Me by Your Name ; Daniels
3144;Asociación de Críticos de Los Ángeles (LAFCA) ; Mejor película: ;2015; Moonlight ; Michelle Yeoh
3145;Asociación de Críticos de Los Ángeles (LAFCA) ; Mejor película: ;2014; Spotlight ; Ke Huy Quan
3146;Asociación de Críticos de Los Ángeles (LAFCA) ; Mejor película: ;2013; Boyhood (Momentos de una vida) ; Jamie Lee Curtis
3147;Asociación de Críticos de Los Ángeles (LAFCA) ; Mejor película: ;2012; Gravity ; Ryûsuke Hamaguchi
3148;Asociación de Críticos de Los Ángeles (LAFCA) ; Mejor película: ;2011; Her ; Hidetoshi Nishijima
3149;Asociación de Críticos de Los Ángeles (LAFCA) ; Mejor película: ;2010; Amor ; Tôko Miura
3150;Asociación de Críticos de Los Ángeles (LAFCA) ; Mejor película: ;2009; Los descendientes ; Reika Kirishima
3151;Asociación de Críticos de Los Ángeles (LAFCA) ; Mejor película: ;2008; La red social ; Steve McQueen
3152;Asociación de Críticos de Los Ángeles (LAFCA) ; Mejor película: ;2007; En tierra hostil ; Shaun Parkes
3153;Asociación de Críticos de Los Ángeles (LAFCA) ; Mejor película: ;2006; WALL•E ; Letitia Wright
3154;Asociación de Críticos de Los Ángeles (LAFCA) ; Mejor película: ;2005; Pozos de ambición ; John Boyega
3155;Asociación de Críticos de Los Ángeles (LAFCA) ; Mejor película: ;2004; Cartas desde Iwo Jima ; Bong Joon-ho
3156;Asociación de Críticos de Los Ángeles (LAFCA) ; Mejor película: ;2003; Brokeback Mountain (En terreno vedado) ; Song Kang-ho
3157;Asociación de Críticos de Los Ángeles (LAFCA) ; Mejor película: ;2002; Entre copas ; Lee Sun-Kyun
3158;Asociación de Críticos de Los Ángeles (LAFCA) ; Mejor película: ;2001; American Splendor ; Jang Hye-jin
3159;Asociación de Críticos de Los Ángeles (LAFCA) ; Mejor película: ;2000; A propósito de Schmidt ; Alfonso Cuarón
3160;Asociación de Críticos de Los Ángeles (LAFCA) ; Mejor película: ;1999; En la habitación ; Yalitza Aparicio
3161;Asociación de Críticos de Los Ángeles (LAFCA) ; Mejor película: ;1998; Tigre y dragón ; Marina de Tavira
3162;Asociación de Críticos de Los Ángeles (LAFCA) ; Mejor película: ;1997; El dilema ; Marco Graf
3163;Asociación de Críticos de Los Ángeles (LAFCA) ; Mejor película: ;1996; Salvar al soldado Ryan ; Luca Guadagnino
3164;Asociación de Críticos de Los Ángeles (LAFCA) ; Mejor película: ;1995; L.A. Confidential ; Timothée Chalamet
3165;Asociación de Críticos de Los Ángeles (LAFCA) ; Mejor película: ;1994; Secretos y mentiras ; Armie Hammer
3166;Asociación de Críticos de Los Ángeles (LAFCA) ; Mejor película: ;1993; Leaving Las Vegas ; Michael Stuhlbarg
3167;Asociación de Críticos de Los Ángeles (LAFCA) ; Mejor película: ;1992; Pulp Fiction ; Barry Jenkins
3168;Asociación de Críticos de Los Ángeles (LAFCA) ; Mejor película: ;1991; La lista de Schindler ; Trevante Rhodes
3169;Asociación de Críticos de Los Ángeles (LAFCA) ; Mejor película: ;1990; Sin perdón ; Naomie Harris
3170;Asociación de Críticos de Los Ángeles (LAFCA) ; Mejor película: ;1989; Bugsy ; Mahershala Ali
3171;Asociación de Críticos de Los Ángeles (LAFCA) ; Mejor película: ;1988; Uno de los nuestros ; Tom McCarthy
3172;Asociación de Críticos de Los Ángeles (LAFCA) ; Mejor película: ;1987; Haz lo que debas ; Michael Keaton
3173;Asociación de Críticos de Los Ángeles (LAFCA) ; Mejor película: ;1986; La pequeña Dorrit ; Mark Ruffalo
3174;Asociación de Críticos de Los Ángeles (LAFCA) ; Mejor película: ;1985; Esperanza y gloria ; Rachel McAdams
3175;Asociación de Críticos de Los Ángeles (LAFCA) ; Mejor película: ;1984; Hannah y sus hermanas ; Richard Linklater
3176;Asociación de Críticos de Los Ángeles (LAFCA) ; Mejor película: ;1983; Brazil ; Ellar Coltrane
3177;Asociación de Críticos de Los Ángeles (LAFCA) ; Mejor película: ;1982; Amadeus ; Patricia Arquette
3178;Asociación de Críticos de Los Ángeles (LAFCA) ; Mejor película: ;1981; La fuerza del cariño ; Ethan Hawke
3179;Asociación de Críticos de Los Ángeles (LAFCA) ; Mejor película: ;1980; E.T. el extraterrestre ; Alfonso Cuarón
3180;Asociación de Críticos de Los Ángeles (LAFCA) ; Mejor película: ;1979; Atlantic City ; Sandra Bullock
3181;Asociación de Críticos de Los Ángeles (LAFCA) ; Mejor película: ;1978; Toro salvaje ; George Clooney
3182;Asociación de Críticos de Los Ángeles (LAFCA) ; Mejor película: ;1977; Kramer contra Kramer ; Ed Harris
3183;Asociación de Críticos de Los Ángeles (LAFCA) ; Mejor película: ;1976; El regreso ; Spike Jonze
3184;Asociación de Críticos de Los Ángeles (LAFCA) ; Mejor película: ;1975; La guerra de las galaxias. Episodio IV: Una nueva esperanza ; Joaquin Phoenix
3185;Asociación de Críticos de Los Ángeles (LAFCA) ; Mejor dirección: ;2022; TÁR ; Todd Field
3186;Asociación de Críticos de Los Ángeles (LAFCA) ; Mejor dirección: ;2021; El poder del perro ; Cate Blanchett
3187;Asociación de Críticos de Los Ángeles (LAFCA) ; Mejor dirección: ;2020; Nomadland ; Nina Hoss
3188;Asociación de Críticos de Los Ángeles (LAFCA) ; Mejor dirección: ;2019; Parásitos ; Noémie Merlant
3189;Asociación de Críticos de Los Ángeles (LAFCA) ; Mejor dirección: ;2018; No dejes rastro ; Jane Campion
3190;Asociación de Críticos de Los Ángeles (LAFCA) ; Mejor dirección: ;2017; Call Me by Your Name ; Benedict Cumberbatch
3191;Asociación de Críticos de Los Ángeles (LAFCA) ; Mejor dirección: ;2016; La forma del agua ; Jesse Plemons
3192;Asociación de Críticos de Los Ángeles (LAFCA) ; Mejor dirección: ;2015; Moonlight ; Kirsten Dunst
3193;Asociación de Críticos de Los Ángeles (LAFCA) ; Mejor dirección: ;2014; Mad Max: Furia en la carretera ; Chloé Zhao
3194;Asociación de Críticos de Los Ángeles (LAFCA) ; Mejor dirección: ;2013; Boyhood (Momentos de una vida) ; Frances McDormand
3195;Asociación de Críticos de Los Ángeles (LAFCA) ; Mejor dirección: ;2012; Gravity ; David Strathairn
3196;Asociación de Críticos de Los Ángeles (LAFCA) ; Mejor dirección: ;2011; The Master ; Linda May
3197;Asociación de Críticos de Los Ángeles (LAFCA) ; Mejor dirección: ;2010; El árbol de la vida ; Bong Joon-ho
3198;Asociación de Críticos de Los Ángeles (LAFCA) ; Mejor dirección: ;2009; Carlos ; Song Kang-ho
3199;Asociación de Críticos de Los Ángeles (LAFCA) ; Mejor dirección: ;2008; La red social ; Lee Sun-Kyun
3200;Asociación de Críticos de Los Ángeles (LAFCA) ; Mejor dirección: ;2007; En tierra hostil ; Jang Hye-jin
3201;Asociación de Críticos de Los Ángeles (LAFCA) ; Mejor dirección: ;2006; Slumdog Millionaire ; Debra Granik
3202;Asociación de Críticos de Los Ángeles (LAFCA) ; Mejor dirección: ;2005; Pozos de ambición ; Ben Foster
3203;Asociación de Críticos de Los Ángeles (LAFCA) ; Mejor dirección: ;2004; United 93 (Vuelo 93) ; Thomasin McKenzie
3204;Asociación de Críticos de Los Ángeles (LAFCA) ; Mejor dirección: ;2003; Brokeback Mountain (En terreno vedado) ; Jeff Kober
3205;Asociación de Críticos de Los Ángeles (LAFCA) ; Mejor dirección: ;2002; Entre copas ; Luca Guadagnino
3206;Asociación de Críticos de Los Ángeles (LAFCA) ; Mejor dirección: ;2001; El señor de los anillos: El retorno del rey ; Timothée Chalamet
3207;Asociación de Críticos de Los Ángeles (LAFCA) ; Mejor dirección: ;2000; Hable con ella ; Armie Hammer
3208;Asociación de Críticos de Los Ángeles (LAFCA) ; Mejor dirección: ;1999; Mulholland Drive ; Michael Stuhlbarg
3209;Asociación de Críticos de Los Ángeles (LAFCA) ; Mejor dirección: ;1998; Erin Brockovich ; Guillermo del Toro
3210;Asociación de Críticos de Los Ángeles (LAFCA) ; Mejor dirección: ;1997; Traffic ; Sally Hawkins
3211;Asociación de Críticos de Los Ángeles (LAFCA) ; Mejor dirección: ;1996; American Beauty ; Doug Jones
3212;Asociación de Críticos de Los Ángeles (LAFCA) ; Mejor dirección: ;1995; Salvar al soldado Ryan ; Michael Shannon
3213;Asociación de Críticos de Los Ángeles (LAFCA) ; Mejor dirección: ;1994; L.A. Confidential ; Barry Jenkins
3214;Asociación de Críticos de Los Ángeles (LAFCA) ; Mejor dirección: ;1993; Secretos y mentiras ; Trevante Rhodes
3215;Asociación de Críticos de Los Ángeles (LAFCA) ; Mejor dirección: ;1992; Leaving Las Vegas ; Naomie Harris
3216;Asociación de Críticos de Los Ángeles (LAFCA) ; Mejor dirección: ;1991; Pulp Fiction ; Mahershala Ali
3217;Asociación de Críticos de Los Ángeles (LAFCA) ; Mejor dirección: ;1990; El piano ; George Miller
3218;Asociación de Críticos de Los Ángeles (LAFCA) ; Mejor dirección: ;1989; Sin perdón ; Tom Hardy
3219;Asociación de Críticos de Los Ángeles (LAFCA) ; Mejor dirección: ;1988; Bugsy ; Charlize Theron
3220;Asociación de Críticos de Los Ángeles (LAFCA) ; Mejor dirección: ;1987; Uno de los nuestros ; Nicholas Hoult
3221;Asociación de Críticos de Los Ángeles (LAFCA) ; Mejor dirección: ;1986; Haz lo que debas ; Richard Linklater
3222;Asociación de Críticos de Los Ángeles (LAFCA) ; Mejor dirección: ;1985; Inseparables ; Ellar Coltrane
3223;Asociación de Críticos de Los Ángeles (LAFCA) ; Mejor dirección: ;1984; Esperanza y gloria ; Patricia Arquette
3224;Asociación de Críticos de Los Ángeles (LAFCA) ; Mejor dirección: ;1983; Terciopelo azul ; Ethan Hawke
3225;Asociación de Críticos de Los Ángeles (LAFCA) ; Mejor dirección: ;1982; Brazil ; Alfonso Cuarón
3226;Asociación de Críticos de Los Ángeles (LAFCA) ; Mejor dirección: ;1981; Amadeus ; Sandra Bullock
3227;Asociación de Críticos de Los Ángeles (LAFCA) ; Mejor dirección: ;1980; La fuerza del cariño ; George Clooney
3228;Asociación de Críticos de Los Ángeles (LAFCA) ; Mejor dirección: ;1979; E.T. el extraterrestre ; Ed Harris
3229;Asociación de Críticos de Los Ángeles (LAFCA) ; Mejor dirección: ;1978; Rojos ; Paul Thomas Anderson
3230;Asociación de Críticos de Los Ángeles (LAFCA) ; Mejor dirección: ;1977; Tess ; Joaquin Phoenix
3231;Asociación de Críticos de Los Ángeles (LAFCA) ; Mejor dirección: ;1976; Kramer contra Kramer ; Philip Seymour Hoffman
3232;Asociación de Críticos de Los Ángeles (LAFCA) ; Mejor dirección: ;1975; El cazador ; Amy Adams
3233;Critics Choice Awards ; Mejor película: ;2022; Todo a la vez en todas partes ; Dan Kwan
3234;Critics Choice Awards ; Mejor película: ;2021; El poder del perro ; Daniel Scheinert
3235;Critics Choice Awards ; Mejor película: ;2020; Nomadland ; Daniels
3236;Critics Choice Awards ; Mejor película: ;2019; Érase una vez en... Hollywood ; Michelle Yeoh
3237;Critics Choice Awards ; Mejor película: ;2018; Roma ; Ke Huy Quan
3238;Critics Choice Awards ; Mejor película: ;2017; La forma del agua ; Jamie Lee Curtis
3239;Critics Choice Awards ; Mejor película: ;2016; La ciudad de las estrellas (La La Land) ; Jane Campion
3240;Critics Choice Awards ; Mejor película: ;2015; Spotlight ; Benedict Cumberbatch
3241;Critics Choice Awards ; Mejor película: ;2014; Boyhood (Momentos de una vida) ; Jesse Plemons
3242;Critics Choice Awards ; Mejor película: ;2013; 12 años de esclavitud ; Kirsten Dunst
3243;Critics Choice Awards ; Mejor película: ;2012; Argo ; Chloé Zhao
3244;Critics Choice Awards ; Mejor película: ;2011; The Artist ; Frances McDormand
3245;Critics Choice Awards ; Mejor película: ;2010; La red social ; David Strathairn
3246;Critics Choice Awards ; Mejor película: ;2009; En tierra hostil ; Linda May
3247;Critics Choice Awards ; Mejor película: ;2008; Slumdog Millionaire ; Quentin Tarantino
3248;Critics Choice Awards ; Mejor película: ;2007; No es país para viejos ; Leonardo DiCaprio
3249;Critics Choice Awards ; Mejor película: ;2006; Infiltrados ; Brad Pitt
3250;Critics Choice Awards ; Mejor película: ;2005; Brokeback Mountain (En terreno vedado) ; Margot Robbie
3251;Critics Choice Awards ; Mejor película: ;2004; Entre copas ; Alfonso Cuarón
3252;Critics Choice Awards ; Mejor película: ;2003; El señor de los anillos: El retorno del rey ; Yalitza Aparicio
3253;Critics Choice Awards ; Mejor película: ;2002; Chicago ; Marina de Tavira
3254;Critics Choice Awards ; Mejor película: ;2001; Una mente maravillosa ; Marco Graf
3255;Critics Choice Awards ; Mejor película: ;2000; Gladiator ; Guillermo del Toro
3256;Critics Choice Awards ; Mejor película: ;1999; American Beauty ; Sally Hawkins
3257;Critics Choice Awards ; Mejor película: ;1998; Salvar al soldado Ryan ; Doug Jones
3258;Critics Choice Awards ; Mejor película: ;1997; L.A. Confidential ; Michael Shannon
3259;Critics Choice Awards ; Mejor película: ;1996; Fargo ; Damien Chazelle
3260;Critics Choice Awards ; Mejor película: ;1995; Sentido y sensibilidad ; Emma Stone
3261;Critics Choice Awards ; Mejor dirección: ;2022; Todo a la vez en todas partes ; Dan Kwan
3262;Critics Choice Awards ; Mejor dirección: ;2021; El poder del perro ; Daniel Scheinert
3263;Critics Choice Awards ; Mejor dirección: ;2020; Nomadland ; Daniels
3264;Critics Choice Awards ; Mejor dirección: ;2019;1917; Michelle Yeoh
3265;Critics Choice Awards ; Mejor dirección: ;2018; Parásitos ; Ke Huy Quan
3266;Critics Choice Awards ; Mejor dirección: ;2017; Roma ; Jamie Lee Curtis
3267;Critics Choice Awards ; Mejor dirección: ;2016; La forma del agua ; Jane Campion
3268;Critics Choice Awards ; Mejor dirección: ;2015; La ciudad de las estrellas (La La Land) ; Benedict Cumberbatch
3269;Critics Choice Awards ; Mejor dirección: ;2014; Mad Max: Furia en la carretera ; Jesse Plemons
3270;Critics Choice Awards ; Mejor dirección: ;2013; Boyhood (Momentos de una vida) ; Kirsten Dunst
3271;Critics Choice Awards ; Mejor dirección: ;2012; Gravity ; Chloé Zhao
3272;Critics Choice Awards ; Mejor dirección: ;2011; Argo ; Frances McDormand
3273;Critics Choice Awards ; Mejor dirección: ;2010; The Artist ; David Strathairn
3274;Critics Choice Awards ; Mejor dirección: ;2009; La red social ; Linda May
3275;Critics Choice Awards ; Mejor dirección: ;2008; En tierra hostil ; Sam Mendes
3276;Critics Choice Awards ; Mejor dirección: ;2007; Slumdog Millionaire ; George MacKay
3277;Critics Choice Awards ; Mejor dirección: ;2006; No es país para viejos ; Dean-Charles Chapman
3278;Critics Choice Awards ; Mejor dirección: ;2005; Infiltrados ; Mark Strong
3279;Critics Choice Awards ; Mejor dirección: ;2004; Brokeback Mountain (En terreno vedado) ; Bong Joon-ho
3280;Critics Choice Awards ; Mejor dirección: ;2003; El aviador ; Song Kang-ho
3281;Critics Choice Awards ; Mejor dirección: ;2002; El señor de los anillos: El retorno del rey ; Lee Sun-Kyun
3282;Critics Choice Awards ; Mejor dirección: ;2001; Minority Report ; Jang Hye-jin
3283;Critics Choice Awards ; Mejor dirección: ;2000; Atrápame si puedes ; Alfonso Cuarón
3284;Critics Choice Awards ; Mejor dirección: ;1999; Moulin Rouge ; Yalitza Aparicio
3285;Critics Choice Awards ; Mejor dirección: ;1998; Una mente maravillosa ; Marina de Tavira
3286;Critics Choice Awards ; Mejor dirección: ;1997; Traffic ; Marco Graf
3287;Critics Choice Awards ; Mejor dirección: ;1996; Erin Brockovich ; Guillermo del Toro
3288;Critics Choice Awards ; Mejor dirección: ;1995; American Beauty ; Sally Hawkins
3289;Asociación de Críticos de Chicago ; Mejor película: ;2022; Almas en pena de Inisherin ; Martin McDonagh
3290;Asociación de Críticos de Chicago ; Mejor película: ;2021; El poder del perro ; Colin Farrell
3291;Asociación de Críticos de Chicago ; Mejor película: ;2020; Nomadland ; Brendan Gleeson
3292;Asociación de Críticos de Chicago ; Mejor película: ;2019; Parásitos ; Kerry Condon
3293;Asociación de Críticos de Chicago ; Mejor película: ;2018; Roma ; Jane Campion
3294;Asociación de Críticos de Chicago ; Mejor película: ;2017; Lady Bird ; Benedict Cumberbatch
3295;Asociación de Críticos de Chicago ; Mejor película: ;2016; Moonlight ; Jesse Plemons
3296;Asociación de Críticos de Chicago ; Mejor película: ;2015; Mad Max: Furia en la carretera ; Kirsten Dunst
3297;Asociación de Críticos de Chicago ; Mejor película: ;2014; Boyhood (Momentos de una vida) ; Chloé Zhao
3298;Asociación de Críticos de Chicago ; Mejor película: ;2013; 12 años de esclavitud ; Frances McDormand
3299;Asociación de Críticos de Chicago ; Mejor película: ;2012; La noche más oscura (Zero Dark Thirty) ; David Strathairn
3300;Asociación de Críticos de Chicago ; Mejor película: ;2011; El árbol de la vida ; Linda May
3301;Asociación de Críticos de Chicago ; Mejor película: ;2010; La red social ; Bong Joon-ho
3302;Asociación de Críticos de Chicago ; Mejor película: ;2009; En tierra hostil ; Song Kang-ho
3303;Asociación de Críticos de Chicago ; Mejor película: ;2008; WALL•E ; Lee Sun-Kyun
3304;Asociación de Críticos de Chicago ; Mejor película: ;2007; No es país para viejos ; Jang Hye-jin
3305;Asociación de Críticos de Chicago ; Mejor película: ;2006; Infiltrados ; Alfonso Cuarón
3306;Asociación de Críticos de Chicago ; Mejor película: ;2005; Crash (Colisión) ; Yalitza Aparicio
3307;Asociación de Críticos de Chicago ; Mejor película: ;2004; Entre copas ; Marina de Tavira
3308;Asociación de Críticos de Chicago ; Mejor película: ;2003; El señor de los anillos: El retorno del rey ; Marco Graf
3309;Asociación de Críticos de Chicago ; Mejor película: ;2002; Lejos del cielo ; Greta Gerwig
3310;Asociación de Críticos de Chicago ; Mejor película: ;2001; Mulholland Drive ; Saoirse Ronan
3311;Asociación de Críticos de Chicago ; Mejor película: ;2000; Casi famosos ; Laurie Metcalf
3312;Asociación de Críticos de Chicago ; Mejor película: ;1999; American Beauty ; Lucas Hedges
3313;Asociación de Críticos de Chicago ; Mejor película: ;1998; Salvar al soldado Ryan ; Barry Jenkins
3314;Asociación de Críticos de Chicago ; Mejor película: ;1997; L.A. Confidential ; Trevante Rhodes
3315;Asociación de Críticos de Chicago ; Mejor película: ;1996; Fargo ; Naomie Harris
3316;Asociación de Críticos de Chicago ; Mejor película: ;1995; Apolo 13 ; Mahershala Ali
3317;Asociación de Críticos de Chicago ; Mejor película: ;1994; Hoop Dreams ; George Miller
3318;Asociación de Críticos de Chicago ; Mejor película: ;1993; La lista de Schindler ; Tom Hardy
3319;Asociación de Críticos de Chicago ; Mejor película: ;1992; Malcolm X ; Charlize Theron
3320;Asociación de Críticos de Chicago ; Mejor película: ;1991; El silencio de los corderos ; Nicholas Hoult
3321;Asociación de Críticos de Chicago ; Mejor película: ;1990; Uno de los nuestros ; Richard Linklater
3322;Asociación de Críticos de Chicago ; Mejor película: ;1989; Haz lo que debas ; Ellar Coltrane
3323;Asociación de Críticos de Chicago ; Mejor película: ;1988; Arde Mississippi ; Patricia Arquette
3324;Asociación de Críticos de Chicago ; Mejor director: ;2022; Todo a la vez en todas partes ; Dan Kwan
3325;Asociación de Críticos de Chicago ; Mejor director: ;2021; El poder del perro ; Daniel Scheinert
3326;Asociación de Críticos de Chicago ; Mejor director: ;2020; Nomadland ; Daniels
3327;Asociación de Críticos de Chicago ; Mejor director: ;2019; Parásitos ; Michelle Yeoh
3328;Asociación de Críticos de Chicago ; Mejor director: ;2018; Roma ; Ke Huy Quan
3329;Asociación de Críticos de Chicago ; Mejor director: ;2017; Dunkerque ; Jamie Lee Curtis
3330;Asociación de Críticos de Chicago ; Mejor director: ;2016; Moonlight ; Jane Campion
3331;Asociación de Críticos de Chicago ; Mejor director: ;2015; Mad Max: Furia en la carretera ; Benedict Cumberbatch
3332;Asociación de Críticos de Chicago ; Mejor director: ;2014; Boyhood (Momentos de una vida) ; Jesse Plemons
3333;Asociación de Críticos de Chicago ; Mejor director: ;2013; 12 años de esclavitud ; Kirsten Dunst
3334;Asociación de Críticos de Chicago ; Mejor director: ;2012; La noche más oscura (Zero Dark Thirty) ; Chloé Zhao
3335;Asociación de Críticos de Chicago ; Mejor director: ;2011; El árbol de la vida ; Frances McDormand
3336;Asociación de Críticos de Chicago ; Mejor director: ;2010; La red social ; David Strathairn
3337;Asociación de Críticos de Chicago ; Mejor director: ;2009; En tierra hostil ; Linda May
3338;Asociación de Críticos de Chicago ; Mejor director: ;2008; Slumdog Millionaire ; Bong Joon-ho
3339;Asociación de Críticos de Chicago ; Mejor director: ;2007; No es país para viejos ; Song Kang-ho
3340;Asociación de Críticos de Chicago ; Mejor director: ;2006; Infiltrados ; Lee Sun-Kyun
3341;Asociación de Críticos de Chicago ; Mejor director: ;2005; Una historia de violencia ; Jang Hye-jin
3342;Asociación de Críticos de Chicago ; Mejor director: ;2004; Million Dollar Baby ; Alfonso Cuarón
3343;Asociación de Críticos de Chicago ; Mejor director: ;2003; El señor de los anillos: El retorno del rey ; Yalitza Aparicio
3344;Asociación de Críticos de Chicago ; Mejor director: ;2002; Lejos del cielo ; Marina de Tavira
3345;Asociación de Críticos de Chicago ; Mejor director: ;2001; Mulholland Drive ; Marco Graf
3346;Asociación de Críticos de Chicago ; Mejor director: ;2000; Traffic ; Christopher Nolan
3347;Asociación de Críticos de Chicago ; Mejor director: ;1999; American Beauty ; Fionn Whitehead
3348;Asociación de Críticos de Chicago ; Mejor director: ;1998; La delgada línea roja ; Mark Rylance
