id;festival;categoria;año;premiado_a;pelicula;director
251;Festival de Cannes ; Mejor guión: ;1997; Michel Blanc ; La tormenta de hielo ; Lee Chang-Dong
252;Festival de Cannes ; Mejor guión: ;1996; Theo Angelopoulos, Tonino Guerra, Thanassis Valtinos ; Un héroe muy discreto ; Yun Jeong-hie
253;Festival de Cannes ; Mejor guión: ;1995; Jerzy Skolimowski ; Mala fama ; Lou Ye
254;Festival de Cannes ; Mejor guión: ;1994; István Szabó ; Viaje a Citera ; Eric Qin
255;Festival de Cannes ; Mejor guión: ;1993;" Ettore Scola; Agenore Incrocci; Furio Scarpelli "; Trabajo clandestino ; Jean-Pierre Dardenne
256;Festival de Cannes ; Mejor guión: ;1992; Hal Barwood, Matthew Robbins, Steven Spielberg ; Mephisto ; Arta Dobroshi
257;Festival de Cannes ; Mejor guión: ;1991; Elio Petri ; La terraza ; Fatih Akin
258;Festival de Cannes ; Mejor guión: ;1990; Alain Jessua ; Loca evasión ; Tuncel Kurtiz
259;Festival de Cannes ; Mejor guión: ;1989; Ray Rigby ; A cada uno lo suyo ; Pedro Almodóvar
260;Festival de Cannes ; Mejor guión: ;1988; Pierre Schoendoerffer ; Jeu de massacre ; Penélope Cruz
261;Festival de Cannes ; Mejor guión: ;1987; Massimo Franciosa, Pasquale Festa Campanile, Pier Paolo Pasolini ; La colina de los hombres perdidos ; Tommy Lee Jones
262;Festival de Cannes ; Mejor guión: ;1986; Pietro Tellini ; Sangre en Indochina ; Tommy Lee Jones
263;Festival de Cannes ; Mejor guión: ;1985; Terence Rattigan ; Codine ; Agnès Jaoui
264;Festival de Cannes ; Mejor guión: ;1984; Eugene Ling, Virginia Shaler ; Maridos jóvenes ; Marilou Berry
265;Festival de Cannes ; FIPRESCI: ;2023; Quincena de realizadores ; Leila’s Brothers ; Saeed Roostaee
266;Festival de Cannes ; FIPRESCI: ;2022; Un Certain Regard ; Drive My Car ; Taraneh Alidoosti
267;Festival de Cannes ; FIPRESCI: ;2021; Sección oficial a concurso ; El faro ; Ryûsuke Hamaguchi
268;Festival de Cannes ; FIPRESCI: ;2020; Semana de la crítica ; Una gran mujer (Beanpole) ; Hidetoshi Nishijima
269;Festival de Cannes ; FIPRESCI: ;2019; Una cierta mirada ; De repente, el paraíso ; Robert Eggers
270;Festival de Cannes ; FIPRESCI: ;2018; Sección oficial a concurso ; One Day ; Willem Dafoe
271;Festival de Cannes ; FIPRESCI: ;2017; Quincena de realizadores ; Girl ; Kantemir Balagov
272;Festival de Cannes ; FIPRESCI: ;2016; Una cierta mirada ; Burning ; Viktoria Miroshnichenko
273;Festival de Cannes ; FIPRESCI: ;2015; Sección oficial ; La fábrica de nada ; Elia Suleiman
274;Festival de Cannes ; FIPRESCI: ;2014; Una cierta mirada ; Demasiado cerca ; Ali Suliman
275;Festival de Cannes ; FIPRESCI: ;2013; Sección oficial a concurso ; 120 pulsaciones por minuto ; Zsófia Szilágyi
276;Festival de Cannes ; FIPRESCI: ;2012; Semana de la crítica ; Dogs ; Zsófia Szamosi
277;Festival de Cannes ; FIPRESCI: ;2011; Quincena de realizadores ; Toni Erdmann ; Lukas Dhont
278;Festival de Cannes ; FIPRESCI: ;2010; Un Certain Regard ; Crudo ; Victor Polster
279;Festival de Cannes ; FIPRESCI: ;2009; Quincena de realizadores ; Paulina ; Lee Chang-Dong
280;Festival de Cannes ; FIPRESCI: ;2008; Un Certain Regard ; Masaan ; Yoo Ah-in
281;Festival de Cannes ; FIPRESCI: ;2007; Quincena de realizadores ; El hijo de Saúl ; Pedro Pinho
282;Festival de Cannes ; FIPRESCI: ;2006; Una cierta mirada ; Les combattants ; Carla Galvão
283;Festival de Cannes ; FIPRESCI: ;2005; Sección oficial ; Jauja ; Kantemir Balagov
284;Festival de Cannes ; FIPRESCI: ;2004; Semana de la crítica ; Sueño de invierno (Winter Sleep) ; Darya Zhovner
285;Festival de Cannes ; FIPRESCI: ;2003; Un Certain Regard ; Blue Ruin ; Robin Campillo
286;Festival de Cannes ; FIPRESCI: ;2002; Sección oficial largometrajes ; Manuscripts Don't Burn ; Nahuel Pérez Biscayart
287;Festival de Cannes ; FIPRESCI: ;2001; Sección oficial a concurso ; La vida de Adèle ; Bogdan Mirica
288;Festival de Cannes ; FIPRESCI: ;2000;" Sección ""Un certain regard"" "; Aquí y allá ; Dragos Bucur
289;Festival de Cannes ; FIPRESCI: ;1999; Director's Fortnight ; Bestias del sur salvaje ; Maren Ade
290;Festival de Cannes ; FIPRESCI: ;1998; Un Certain Regard ; En la niebla ; Peter Simonischek
291;Festival de Cannes ; FIPRESCI: ;1997; Sección oficial a concurso ; El Havre ; Julia Ducournau
292;Festival de Cannes ; FIPRESCI: ;1996; Director's Fortnight ; El ejercicio del poder ; Garance Marillier
293;Festival de Cannes ; FIPRESCI: ;1995; Un Certain Regard ; Todos vosotros sois capitanes ; Santiago Mitre
294;Festival de Cannes ; FIPRESCI: ;1994; Un Certain Regard ; Pál Adrienn ; Dolores Fonzi
295;Festival de Cannes ; FIPRESCI: ;1993; Un Certain Regard ; Tournée ; Neeraj Ghaywan
296;Festival de Cannes ; FIPRESCI: ;1992; Quincena de realizadores ; Amerrika ; Richa Chadda
297;Festival de Cannes ; FIPRESCI: ;1991; Un Certain Regard ; Policía, adjetivo ; László Nemes
298;Festival de Cannes ; FIPRESCI: ;1990; Quincena de realizadores ; La cinta blanca ; Géza Röhrig
299;Festival de Cannes ; FIPRESCI: ;1989; Semana de la Crítica ; Delta ; Thomas Cailley
300;Festival de Cannes ; FIPRESCI: ;1988; Un Certain Regard ; La banda nos visita ; Kévin Azaïs
301;Festival de Cannes ; FIPRESCI: ;1987; Un Certain Regard ; 4 meses, 3 semanas, 2 días ; Lisandro Alonso
302;Festival de Cannes ; FIPRESCI: ;1986; Director's Fortnight ; La hamaca paraguaya ; Viggo Mortensen
303;Festival de Cannes ; FIPRESCI: ;1985; Director's Fortnight ; Bug ; Nuri Bilge Ceylan
304;Festival de Cannes ; FIPRESCI: ;1984; Un Certain Regard ; Los climas ; Haluk Bilginer
305;Festival de Cannes ; FIPRESCI: ;1983; Un Certain Regard ; Sangre ; Jeremy Saulnier
306;Festival de Cannes ; FIPRESCI: ;1982; Semana de los críticos internacionales ; Caché (Escondido) ; Macon Blair
307;Festival de Cannes ; FIPRESCI: ;1981; Manoel de Oliveira ; Crying Fist ; Mohammad Rasoulof
308;Festival de Cannes ; Cámara de Oro: mejor ópera prima: ;2023; Riley Keough, Gina Gammell ; War Pony ; Riley Keough
309;Festival de Cannes ; Cámara de Oro: mejor ópera prima: ;2022; Chie Hayakawa (Mención especial) ; Plan 75 ; Jojo Bapteise Whiting
310;Festival de Cannes ; Cámara de Oro: mejor ópera prima: ;2021; Mención especial ; Murina ; Chie Hayakawa
311;Festival de Cannes ; Cámara de Oro: mejor ópera prima: ;2020; Mención especial ; Nuestras madres ; Chieko Baisho
312;Festival de Cannes ; Cámara de Oro: mejor ópera prima: ;2019; Mención especial ; Girl ; Antoneta Alamat Kusijanovic
313;Festival de Cannes ; Cámara de Oro: mejor ópera prima: ;2018; Mención especial ; Bienvenida a Montparnasse ; Gracija Filipovic
314;Festival de Cannes ; Cámara de Oro: mejor ópera prima: ;2017; Mención especial ; Divinas ; César Díaz
315;Festival de Cannes ; Premio del Jurado: ;2023; Kleber Mendonça Filho, Juliano Dornelles ; Las ocho montañas ; Felix Van Groeningen
316;Festival de Cannes ; Premio del Jurado: ;2022; Ladj Ly ; EO ; Luca Marinelli
317;Festival de Cannes ; Premio del Jurado: ;2021; Mención especial ; Bacurau ; Jerzy Skolimowski
318;Festival de Cannes ; Premio del Jurado: ;2020; Mejor cortometraje ; Los miserables ; Sandra Drzymalska
319;Festival de Cannes ; Premio del Jurado: ;2019; Mejor cortometraje ; Cafarnaúm ; Kleber Mendonça Filho
320;Festival de Cannes ; Premio del Jurado: ;2018; Mejor cortometraje ; Sin amor (Loveless) ; Udo Kier
321;Festival de Cannes ; Palma de Oro: Mejor cortometraje: ;2023; Abinash Bikram Shah (Mención especial) ; Lori (C) ; Abinash Bikram Shah
322;Festival de Cannes ; Palma de Oro: Mejor cortometraje: ;2022; Jianying Chen ; The Water Murmurs (C) ; Priti Jha
323;Festival de Cannes ; Palma de Oro: Mejor cortometraje: ;2021; Mención especial del jurado ; Todos los cuervos del mundo (C) ; Jianying Chen
324;Festival de Cannes ; Palma de Oro: Mejor cortometraje: ;2020; Mención especial del Jurado ; Monstruo Dios (C) ; Taiwen Zhang
325;Festival de Cannes ; Palma de Oro: Mejor cortometraje: ;2019; Mención especial ; La distancia entre nosotros y el cielo (C) ; Yi Tang
326;Festival de Cannes ; Palma de Oro: Mejor cortometraje: ;2018; Premio del Jurado ; Todas estas criaturas (C) ; Xuanyu Chen
327;Festival de Cannes ; Palma de Oro: Mejor cortometraje: ;2017; Premio del Jurado ; The Ceiling (C) ; Agustina San Martín
328;Festival de Cannes ; Palma de Oro: Mejor cortometraje: ;2016; Premio del jurado ; A Gentle Night (C) ; Camila Dobrusky
329;Festival de Cannes ; Palma de Oro: Mejor cortometraje: ;2015; Premio del Jurado ; A Moça que Dançou com o Diabo (C) ; Vasilis Kekatos
330;Festival de Cannes ; Un Certain Regard: Mejor dirección: ;2023; Alexandru Belc ; Metronom ; Alexandru Belc
331;Festival de Cannes ; Un Certain Regard: Mejor dirección: ;2022; Kantemir Balagov ; Una gran mujer (Beanpole) ; Mara Bugarin
332;Festival de Cannes ; Un Certain Regard: Mejor dirección: ;2021; Sergei Loznitsa ; Donbass ; Kantemir Balagov
333;Festival de Cannes ; Un Certain Regard: Mejor dirección: ;2020; Taylor Sheridan ; Wind River ; Viktoria Miroshnichenko
334;Festival de Cannes ; Un Certain Regard: Mejor dirección: ;2019; Matt Ross ; Captain Fantastic ; Sergei Loznitsa
335;Festival de Cannes ; Un Certain Regard: Mejor dirección: ;2018; Kiyoshi Kurosawa ; Journey to the Shore ; Valeriu Andriuta
336;Festival de Cannes ; Un Certain Regard: Mejor dirección: ;2017; Alain Guiraudi ; El desconocido del lago ; Taylor Sheridan
337;Festival de Cannes ; Un Certain Regard: Mejor guión: ;2023; Maha Haj ; Mediterranean Fever ; Maha Haj
338;Festival de Cannes ; Un Certain Regard: Mejor guión: ;2022; Meryem Benm’Barek ; Sofía ; Amer Hlehel
339;Festival de Cannes ; Un Certain Regard: Mejor guión: ;2021; Delphine, Mariel Coulin ; La escala (The Stopover) ; Meryem Benm’Barek
340;Festival de Cannes ; Un Certain Regard: Mejor interpretación: ;2023; Vicky Krieps ; La emperatriz rebelde ; Marie Kreutzer
341;Festival de Cannes ; Un Certain Regard: Mejor interpretación: ;2022; Adam Bessa ; Harka ; Vicky Krieps
342;Festival de Cannes ; Un Certain Regard: Mejor interpretación: ;2021; Chiara Mastroianni ; Habitación 212 ; Lotfy Nathan
343;Festival de Cannes ; Un Certain Regard: Mejor interpretación: ;2020; Victor Polster ; Girl ; Adam Bessa
344;Festival de Berlín ; Oso de Oro - Mejor película: ;2023; Drama ; Sur l’Adamant ; Nicolas Philibert
345;Festival de Berlín ; Oso de Oro - Mejor película: ;2022; Musical ; Alcarràs ; Carla Simón
346;Festival de Berlín ; Oso de Oro - Mejor película: ;2021; Aventura/Crimen ; Un polvo desafortunado o porno loco ; Jordi Pujol Dolcet
347;Festival de Berlín ; Oso de Oro - Mejor película: ;2020; Documental ; La vida de los demás ; Radu Jude
348;Festival de Berlín ; Oso de Oro - Mejor película: ;2019; Comedia ; Sinónimos ; Katia Pascariu
349;Festival de Berlín ; Oso de Plata - Gran Premio del Jurado: ;2023; Errol Morris ; Afire ; Christian Petzold
350;Festival de Berlín ; Oso de Plata - Mejor dirección: ;2023; Philippe Garrel ; Le grand chariot ; Philippe Garrel
351;Festival de Berlín ; Oso de Plata - Mejor dirección: ;2022; Claire Denis ; Fuego ; Louis Garrel
352;Festival de Berlín ; Oso de Plata - Mejor dirección: ;2021; Dénes Nagy ; Luz natural ; Claire Denis
353;Festival de Berlín ; Oso de Plata - Mejor dirección: ;2020; Hong Sang-soo ; La mujer que escapó ; Juliette Binoche
354;Festival de Berlín ; Oso de Plata - Mejor dirección: ;2019; Angela Schanelec ; Estaba en casa, pero... ; Dénes Nagy
355;Festival de Berlín ; Oso de Plata - Mejor dirección: ;2018; Wes Anderson ; Isla de perros ; Ferenc Szabó
356;Festival de Berlín ; Oso de Plata - Mejor dirección: ;2017; Aki Kaurismäki ; El otro lado de la esperanza ; Hong Sang-soo
357;Festival de Berlín ; Oso de Plata - Mejor dirección: ;2016; Mia Hansen-Løve ; El porvenir ; Kim Min-hee
358;Festival de Berlín ; Oso de Plata - Mejor dirección: ;2015; Malgorzata Szumowska ; Cuerpo (Cialo) ; Angela Schanelec
359;Festival de Berlín ; Oso de Plata - Mejor dirección: ;2014; Radu Jude ; Aferim! ; Maren Eggert
360;Festival de Berlín ; Oso de Plata - Mejor dirección: ;2013; Richard Linklater ; Boyhood (Momentos de una vida) ; Wes Anderson
361;Festival de Berlín ; Oso de Plata - Mejor dirección: ;2012; David Gordon Green ; Prince Avalanche ; Aki Kaurismäki
362;Festival de Berlín ; Oso de Plata - Mejor dirección: ;2011; Christian Petzold ; Bárbara ; Sakari Kuosmanen
363;Festival de Berlín ; Oso de Plata - Mejor dirección: ;2010; Ulrich Köhler ; El mal del sueño (La enfermedad del sueño) ; Mia Hansen-Løve
364;Festival de Berlín ; Oso de Plata - Mejor dirección: ;2009; Roman Polanski ; El escritor ; Isabelle Huppert
365;Festival de Berlín ; Oso de Plata - Mejor dirección: ;2008; Asghar Farhadi ; A propósito de Elly ; Malgorzata Szumowska
366;Festival de Berlín ; Oso de Plata - Mejor dirección: ;2007; Paul Thomas Anderson ; Pozos de ambición ; Janusz Gajos
367;Festival de Berlín ; Oso de Plata - Mejor dirección: ;2006; Joseph Cedar ; Beaufort ; Radu Jude
368;Festival de Berlín ; Oso de Plata - Mejor dirección: ;2005; Michael Winterbottom, Mat Whitecross ; Camino a Guantánamo ; Teodor Corban
369;Festival de Berlín ; Oso de Plata - Mejor dirección: ;2004; Marc Rothemund ; Sophie Scholl. Los últimos días ; Richard Linklater
370;Festival de Berlín ; Oso de Plata - Mejor dirección: ;2003; Kim Ki-duk ; Samaritan Girl ; Ellar Coltrane
371;Festival de Berlín ; Oso de Plata - Mejor dirección: ;2002; Patrice Chéreau ; Su hermano ; David Gordon Green
372;Festival de Berlín ; Oso de Plata - Mejor dirección: ;2001; Otar Iosseliani ; Lunes por la mañana ; Paul Rudd
373;Festival de Berlín ; Oso de Plata - Mejor dirección: ;2000; Lin Cheng-sheng ; Belleza areca ; Christian Petzold
374;Festival de Berlín ; Oso de Plata - Mejor dirección: ;1999; Milos Forman ; Man on the Moon ; Nina Hoss
375;Festival de Berlín ; Oso de Plata - Mejor dirección: ;1998; Stephen Frears ; Hi-Lo Country ; Ulrich Köhler
376;Festival de Berlín ; Oso de Plata - Mejor dirección: ;1997; Neil Jordan ; Contracorriente (The Butcher Boy) ; Pierre Bokma
377;Festival de Berlín ; Oso de Plata - Mejor dirección: ;1996; Eric Heumann ; Port Djema ; Roman Polanski
378;Festival de Berlín ; Oso de Plata - Mejor dirección: ;1995; Richard Loncraine ; Ricardo III ; Ewan McGregor
379;Festival de Berlín ; Oso de Plata - Mejor dirección: ;1994; Yim Ho ; The Sun Has Ears ; Asghar Farhadi
380;Festival de Berlín ; Oso de Plata - Mejor dirección: ;1993; Richard Linklater ; Antes de amanecer ; Golshifteh Farahani
381;Festival de Berlín ; Oso de Plata - Mejor dirección: ;1992; Krzysztof Kie?lowski ; Tres colores: Blanco ; Paul Thomas Anderson
382;Festival de Berlín ; Oso de Plata - Mejor dirección: ;1991; Andrew Birkin ; El jardín de cemento ; Daniel Day-Lewis
383;Festival de Berlín ; Oso de Plata - Mejor dirección: ;1990; Jonathan Demme ; Il capitano: A Swedish Requiem ; Joseph Cedar
384;Festival de Berlín ; Oso de Plata - Mejor dirección: ;1989; Ricky Tognazzi ; El silencio de los corderos ; Oshri Cohen
385;Festival de Berlín ; Oso de Plata - Mejor dirección: ;1988; Michael Verhoeven ; Norte Ultras Sur ; Michael Winterbottom
386;Festival de Berlín ; Oso de Plata - Mejor dirección: ;1987; Dusan Hanák ; La chica terrible ; Riz Ahmed
387;Festival de Berlín ; Oso de Plata - Mejor dirección: ;1986; Norman Jewison ; I Love, You Love ; Marc Rothemund
388;Festival de Berlín ; Oso de Plata - Mejor dirección: ;1985; Oliver Stone ; Hechizo de luna ; Julia Jentsch
389;Festival de Berlín ; Oso de Plata - Mejor dirección: ;1984; Giorgi Shengelaya ; Platoon ; Kim Ki-duk
390;Festival de Berlín ; Oso de Plata - Mejor dirección: ;1983; Robert Benton ; The Journey of a Young Composer ; Han Yeo-reum
391;Festival de Berlín ; Oso de Plata - Mejor dirección: ;1982; Ettore Scola ; En un lugar del corazón ; Patrice Chéreau
392;Festival de Berlín ; Oso de Plata - Mejor dirección: ;1981; Éric Rohmer ; La sala de baile ; Bruno Todeschini
393;Festival de Berlín ; Oso de Plata - Mejor dirección: ;1980; Mario Monicelli ; Pauline en la playa ; Otar Iosseliani
394;Festival de Berlín ; Oso de Plata - Mejor dirección: ;1979; István Szabó ; El marqués del Grillo ; Jacques Bidou
395;Festival de Berlín ; Oso de Plata - Mejor dirección: ;1978; Astrid Henning-Jensen ; Confianza (Bizalom) ; Lin Cheng-sheng
396;Festival de Berlín ; Oso de Plata - Mejor dirección: ;1977; Georgi Djulgerov ; Los hijos del invierno ; Chang Chen
397;Festival de Berlín ; Oso de Plata - Mejor dirección: ;1976; Manuel Gutiérrez Aragón ; Ventaja ; Milos Forman
398;Festival de Berlín ; Oso de Plata - Mejor dirección: ;1975; Mario Monicelli ; Camada negra ; Jim Carrey
399;Festival de Berlín ; Oso de Plata - Mejor dirección: ;1974; Sergei Solovyov ; Caro Michele ; Stephen Frears
400;Festival de Berlín ; Oso de Plata - Mejor dirección: ;1973; Jean-Pierre Blanc ; One Hundred Days After Childhood ; Woody Harrelson
401;Festival de Berlín ; Oso de Plata - Mejor dirección: ;1972; Carlos Saura ; La solterona ; Neil Jordan
402;Festival de Berlín ; Oso de Plata - Mejor dirección: ;1971; Zivojin Pavlovic ; Peppermint Frappé ; Eamonn Owens
403;Festival de Berlín ; Oso de Plata - Mejor dirección: ;1970; Carlos Saura ; Las ratas se han despertado ; Eric Heumann
404;Festival de Berlín ; Oso de Plata - Mejor dirección: ;1969; Satyajit Ray ; La caza ; Jean-Yves Dubois
405;Festival de Berlín ; Oso de Plata - Mejor dirección: ;1968; Satyajit Ray ; Charulata. La esposa solitaria ; Richard Loncraine
406;Festival de Berlín ; Oso de Plata - Mejor dirección: ;1967; Nikos Koundouros ; La gran ciudad ; Ian McKellen
407;Festival de Berlín ; Oso de Plata - Mejor dirección: ;1966; Francesco Rosi ; Young Aphrodites ; Yim Ho
408;Festival de Berlín ; Oso de Plata - Mejor dirección: ;1965; Bernhard Wicki ; Salvatore Giuliano ; Gao Qiang
409;Festival de Berlín ; Oso de Plata - Mejor dirección: ;1964; Jean-Luc Godard ; El milagro de Malaquías ; Richard Linklater
410;Festival de Berlín ; Oso de Plata - Mejor dirección: ;1963; Akira Kurosawa ; Al final de la escapada ; Ethan Hawke
411;Festival de Berlín ; Oso de Plata - Mejor dirección: ;1962; Tadashi Imai ; La fortaleza escondida ; Krzysztof Kie?lowski
412;Festival de Berlín ; Oso de Plata - Mejor dirección: ;1961; Mario Monicelli ; Historia de un amor puro ; Zbigniew Bielawski
413;Festival de Berlín ; Oso de Plata - Mejor dirección: ;1960; Robert Aldrich ; Padres e hijos ; Andrew Birkin
414;Festival de Berlín ; Oso de Plata - Mejor interpretación principal: ;2023; Sofía Otero ; 20.000 especies de abejas ; Estibaliz Urresola Solaguren
415;Festival de Berlín ; Oso de Plata - Mejor interpretación principal: ;2022; Meltem Kaptan ; Rabiye Kurnaz contra George W. Bush ; Sofía Otero
416;Festival de Berlín ; Oso de Plata - Mejor interpretación principal: ;2021; Maren Eggert ; El hombre perfecto ; Andreas Dresen
417;Festival de Berlín ; Oso de Plata - Mejor interpretación de reparto: ;2023; Thea Ehre ; Till the End of the Night ; Christoph Hochhäusler
418;Festival de Berlín ; Oso de Plata - Mejor interpretación de reparto: ;2022; Laura Basuki ; Nana ; Timocin Ziegler
419;Festival de Berlín ; Oso de Plata - Mejor interpretación de reparto: ;2021; Lilla Kizlinger ; Forest - I See You Everywhere ; Kamila Andini
420;Festival de Berlín ; Oso de Plata - Mejor guión: ;2023; Angela Schanelec ; Music ; Angela Schanelec
421;Festival de Berlín ; Oso de Plata - Mejor guión: ;2022; Laila Stieler ; Rabiye Kurnaz contra George W. Bush ; Aliocha Schneider
422;Festival de Berlín ; Oso de Plata - Mejor guión: ;2021; Hong Sang-soo ; Introduction ; Andreas Dresen
423;Festival de Berlín ; Oso de Plata - Mejor guión: ;2020; Damiano D'Innocenzo, Fabio D'Innocenzo ; Queridos vecinos ; Meltem Kaptan
424;Festival de Berlín ; Oso de Plata - Mejor guión: ;2019; Claudio Giovannesi, Roberto Saviano, Maurizio Braucci ; Pirañas: Los niños de la camorra ; Hong Sang-soo
