id;festival;categoria;año;interpretacion;pelicula;director
606;Festival de Venecia ; Copa Volpi - Mejor actor: ;2004; David Strathairn ; Buenas noches, y buena suerte ; Alexandros Avranas
607;Festival de Venecia ; Copa Volpi - Mejor actor: ;2003; Javier Bardem ; Mar adentro ; Themis Panou
608;Festival de Venecia ; Copa Volpi - Mejor actor: ;2002; Sean Penn ; 21 gramos ; Paul Thomas Anderson
609;Festival de Venecia ; Copa Volpi - Mejor actor: ;2001; Stefano Accorsi ; Un viaje llamado amor ; Joaquin Phoenix
610;Festival de Venecia ; Copa Volpi - Mejor actor: ;2000; Luigi Lo Cascio ; Luce dei miei occhi (Luz de mis ojos) ; Paul Thomas Anderson
611;Festival de Venecia ; Copa Volpi - Mejor actor: ;1999; Javier Bardem ; Antes que anochezca ; Joaquin Phoenix
612;Festival de Venecia ; Copa Volpi - Mejor actor: ;1998; Jim Broadbent ; Topsy-Turvy ; Steve McQueen
613;Festival de Venecia ; Copa Volpi - Mejor actor: ;1997; Sean Penn ; Hurlyburly (Descontrol) ; Michael Fassbender
614;Festival de Venecia ; Copa Volpi - Mejor actor: ;1996; Wesley Snipes ; Después de una noche ; Jerzy Skolimowski
615;Festival de Venecia ; Copa Volpi - Mejor actor: ;1995; Liam Neeson ; Michael Collins ; Vincent Gallo
616;Festival de Venecia ; Copa Volpi - Mejor actor: ;1994; Götz ; El fabricante de la muerte ; Tom Ford
617;Festival de Venecia ; Copa Volpi - Mejor actor: ;1993; Xia Yu ; Días de sol ; Colin Firth
618;Festival de Venecia ; Copa Volpi - Mejor actor: ;1992; Fabrizio Bentivoglio ; Un'anima divisa in due ; Pupi Avati
619;Festival de Venecia ; Copa Volpi - Mejor actor: ;1991; Jack Lemmon ; Glengarry Glen Ross (Éxito a cualquier precio) ; Silvio Orlando
620;Festival de Venecia ; Copa Volpi - Mejor actor: ;1990; River Phoenix ; Mi Idaho privado ; Andrew Dominik
621;Festival de Venecia ; Copa Volpi - Mejor actor: ;1989; Oleg Borisov ; El único testigo ; Brad Pitt
622;Festival de Venecia ; Copa Volpi - Mejor actor: ;1988; Marcello Mastroianni, Massimo Troisi ; ¿Qué hora es? ; Allen Coulter
623;Festival de Venecia ; Copa Volpi - Mejor actor: ;1987; Don Ameche, Joe Mantegna ; Las cosas cambian ; Adrien Brody
624;Festival de Venecia ; Copa Volpi - Mejor actor: ;1986; James Wilby, Hugh Grant ; Maurice ; George Clooney
625;Festival de Venecia ; Copa Volpi - Mejor actor: ;1985; Carlo Delle Piane ; Regalo di Natale (Christmas Present) ; David Strathairn
626;Festival de Venecia ; Copa Volpi - Mejor actor: ;1984; Gérard Depardieu ; Police ; Alejandro Amenábar
627;Festival de Venecia ; Copa Volpi - Mejor actor: ;1983; Naseeruddin Shah ; Travesía ; Javier Bardem
628;Festival de Venecia ; Copa Volpi - Mejor actor: ;1982; Guy Boyd, George Dzundza, David Alan Grier, Mitchell Lichtenstein, Matthew Modine, Michael Wright ; Desechos ; Alejandro González Iñárritu
629;Festival de Venecia ; Copa Volpi - Mejor actor: ;1981; John Marley ; Rostros (Faces) ; Sean Penn
630;Festival de Venecia ; Copa Volpi - Mejor actor: ;1980; Ljubisa Samardzic ; El alba ; Michele Placido
631;Festival de Venecia ; Copa Volpi - Mejor actor: ;1979; Jacques Perrin ; Un hombre dividido ; Laura Morante
632;Festival de Venecia ; Copa Volpi - Mejor actor: ;1978; Toshirô Mifune ; Barbarroja ; Giuseppe Piccioni
633;Festival de Venecia ; Copa Volpi - Mejor actor: ;1977; Tom Courtenay ; Rey y Patria ; Luigi Lo Cascio
634;Festival de Venecia ; Copa Volpi - Mejor actor: ;1976; Albert Finney ; Tom Jones ; Julian Schnabel
635;Festival de Venecia ; Copa Volpi - Mejor actor: ;1975; Burt Lancaster ; El hombre de Alcatraz ; Javier Bardem
636;Festival de Venecia ; Copa Volpi - Mejor actor: ;1974; Toshirô Mifune ; Yojimbo (El mercenario) ; Mike Leigh
637;Festival de Venecia ; Copa Volpi - Mejor actor: ;1973; John Mills ; Whisky y gloria ; Jim Broadbent
638;Festival de Venecia ; Copa Volpi - Mejor actor: ;1972; James Stewart ; Anatomía de un asesinato ; Anthony Drazan
639;Festival de Venecia ; Copa Volpi - Mejor actor: ;1971; Alec Guinness ; Un genio anda suelto ; Sean Penn
640;Festival de Venecia ; Copa Volpi - Mejor actor: ;1970; Anthony Franciosa ; Un sombrero lleno de lluvia ; Mike Figgis
641;Festival de Venecia ; Copa Volpi - Mejor actor: ;1969; Bourvil ; Travesía de París ; Wesley Snipes
642;Festival de Venecia ; Copa Volpi - Mejor actor: ;1968; Kenneth More ; The Deep Blue Sea ; Neil Jordan
643;Festival de Venecia ; Copa Volpi - Mejor actor: ;1967; Curd Jürgens ; Los héroes están cansados ; Liam Neeson
644;Festival de Venecia ; Copa Volpi - Mejor actor: ;1966; Jean Gabin ; No toquéis la pasta ; Romuald Karmakar
645;Festival de Venecia ; Copa Volpi - Mejor actor: ;1965; Jean Gabin ; El aire de París ; Götz
646;Festival de Venecia ; Copa Volpi - Mejor actor: ;1964; Henri Vilbert ; El buen Dios sin confesión ; Jiang Wen
647;Festival de Venecia ; Copa Volpi - Mejor actor: ;1963; Fredric March ; La muerte de un viajante ; Xia Yu
648;Festival de Venecia ; Copa Volpi - Mejor actor: ;1962; Jean Gabin ; La nuit est mon royaume (The Night Is My Kingdom) ; Silvio Soldini
649;Festival de Venecia ; Copa Volpi - Mejor actor: ;1961; Sam Jaffe ; La jungla de asfalto ; Fabrizio Bentivoglio
650;Festival de Venecia ; Copa Volpi - Mejor actor: ;1960; Joseph Cotten ; Jennie ; James Foley
651;Festival de Venecia ; Copa Volpi - Mejor actor: ;1959; Ernst Deutsch ; El proceso ; Al Pacino
652;Festival de Venecia ; Copa Volpi - Mejor actor: ;1958; Pierre Fresnay ; Monsieur Vincent ; Gus Van Sant
653;Festival de Venecia ; Copa Volpi - Mejor actor: ;1957; Fosco Giachetti ; Bengasi ; River Phoenix
654;Festival de Venecia ; Copa Volpi - Mejor actor: ;1956; Ermete Zacconi ; Don Bonaparte ; Mikhail Pandoursky
655;Festival de Venecia ; Copa Volpi - Mejor actor: ;1955; Leslie Howard ; Pygmalion ; Oleg Borisov
656;Festival de Venecia ; Copa Volpi - Mejor actor: ;1954; Emil Jannings ; El soberano ; Ettore Scola
657;Festival de Venecia ; Copa Volpi - Mejor actor: ;1953; Paul Muni ; La tragedia de Louis Pasteur ; Marcello Mastroianni
658;Festival de Venecia ; Copa Volpi - Mejor actor: ;1952; Pierre Blanchar ; Crimen y castigo ; David Mamet
659;Festival de Venecia ; Copa Volpi - Mejor actor: ;1951; Wallace Beery ; ¡Viva Villa! ; Joe Mantegna
660;Festival de Venecia ; Copa Volpi - Mejor actor: ;1950; Fredric March (Público: Actor favorito) ; El hombre y el monstruo ; James Ivory
692;Festival de Venecia ; Mejor joven actor o actriz emergente: ;2022; Taylor Russell ; Hasta los huesos: Bones and All ; Luca Guadagnino
693;Festival de Venecia ; Mejor joven actor o actriz emergente: ;2021; Filippo Scotti ; Fue la mano de Dios ; Taylor Russell
694;Festival de Venecia ; Mejor joven actor o actriz emergente: ;2020; Roohollah Zamani ; Sun Children (Hijos del sol) ; Paolo Sorrentino
695;Festival de Venecia ; Mejor joven actor o actriz emergente: ;2019; Toby Wallace ; El glorioso caos de la vida ; Filippo Scotti
696;Festival de Venecia ; Mejor joven actor o actriz emergente: ;2018; Baykali Ganambarr ; The Nightingale ; Majid Majidi
697;Festival de Venecia ; Mejor joven actor o actriz emergente: ;2017; Charlie Plummer ; Lean on Pete ; Roohollah Zamani
698;Festival de Venecia ; Mejor joven actor o actriz emergente: ;2016; Paula Beer ; Frantz ; Shannon Murphy
699;Festival de Venecia ; Mejor joven actor o actriz emergente: ;2015; Abraham Attah ; Beasts of No Nation ; Eliza Scanlen
700;Festival de Venecia ; Mejor joven actor o actriz emergente: ;2014; Romain Paul ; Le dernier coup de marteau ; Jennifer Kent
701;Festival de Venecia ; Mejor joven actor o actriz emergente: ;2013; Tye Sheridan ; Joe ; Aisling Franciosi
702;Festival de Venecia ; Mejor joven actor o actriz emergente: ;2012; Fabrizio Falco ; Bella addormentata ; Andrew Haigh
703;Festival de Venecia ; Mejor joven actor o actriz emergente: ;2011; Fabrizio Falco ; Ha sido el hijo ; Charlie Plummer
704;Festival de Venecia ; Mejor joven actor o actriz emergente: ;2010; Shôta Sometani, Fumi Nikaido ; Himizu ; François Ozon
705;Festival de Venecia ; Mejor joven actor o actriz emergente: ;2009; Mila Kunis ; Cisne negro ; Paula Beer
706;Festival de Venecia ; Mejor joven actor o actriz emergente: ;2008; Jasmine Trinca ; Il grande sogno ; Cary Joji Fukunaga
707;Festival de Venecia ; Mejor joven actor o actriz emergente: ;2007; Jennifer Lawrence ; Lejos de la tierra quemada ; Abraham Attah
708;Festival de Venecia ; Mejor joven actor o actriz emergente: ;2006; Hafsia Herzi ; Cuscús ; Alix Delaporte
709;Festival de Venecia ; Mejor joven actor o actriz emergente: ;2005; Isild Le Besco ; L'intouchable ; Romain Paul
710;Festival de Venecia ; Mejor joven actor o actriz emergente: ;2004; Ménothy Cesar ; Hacia el sur ; David Gordon Green
711;Festival de Venecia ; Mejor joven actor o actriz emergente: ;2003; Najat Benssallem ; Raja ; Nicolas Cage
712;Festival de Venecia ; Mejor joven actor o actriz emergente: ;2002; Marco Luisi, Tommaso Ramenghi ; Lavorare con lentezza ; Marco Bellocchio
713;Festival de Venecia ; Mejor joven actor o actriz emergente: ;2001; Moon So-ri ; Oasis ; Toni Servillo
714;Festival de Venecia ; Mejor joven actor o actriz emergente: ;2000; Gael García Bernal, Diego Luna ; Y tu mamá también ; Daniele Ciprì
715;Festival de Venecia ; Mejor joven actor o actriz emergente: ;1999; Megan Burns ; Liam ; Toni Servillo
716;Festival de Venecia ; Mejor joven actor o actriz emergente: ;1998; Nina Proll ; Nordrand ; Sion Sono
717;Festival de Venecia ; Mejor joven actor o actriz emergente: ;1997; Niccolò Senni ; El árbol de la droga (El árbol de las peras) ; Shôta Sometani
909;Festival de Gijón ; Mejor actor: ;2022; Marc Maron ; To Leslie ; Michael Morris
910;Festival de Gijón ; Mejor actor: ;2021; Jean-Michel Lemoine ; Poulet frites ; Andrea Riseborough
911;Festival de Gijón ; Mejor actor: ;2020; Marc Maron ; Espada de confianza ; Yves Hinant
912;Festival de Gijón ; Mejor actor: ;2019; Joo-Bong Ki ; El hotel a orillas del río ; Jean-Michel Lemoine
913;Festival de Gijón ; Mejor actor: ;2018; Harry Dean Stanton ; Lucky ; Lynn Shelton
914;Festival de Gijón ; Mejor actor: ;2017; Casey Affleck ; Manchester frente al mar ; Marc Maron
915;Festival de Gijón ; Mejor actor: ;2016; Jung Jae-young ; Ahora sí, antes no ; Hong Sang-soo
916;Festival de Gijón ; Mejor actor: ;2015; Dawid Ogrodnik ; Life Feels Good ; Gi Ju-bong
917;Festival de Gijón ; Mejor actor: ;2014; Alexandre Landry ; Gabrielle ; John Carroll Lynch
918;Festival de Gijón ; Mejor actor: ;2013; Yosef Carmon ; Epilogue ; Harry Dean Stanton
919;Festival de Gijón ; Mejor actor: ;2012; Jérémie Elkaïm ; Declaración de guerra ; Kenneth Lonergan
920;Festival de Gijón ; Mejor actor: ;2011; Mimi Branescu ; Martes, después de Navidad ; Casey Affleck
921;Festival de Gijón ; Mejor actor: ;2010; Mark Duplass y Joshua Leonard (ex-aequo) ; Humpday ; Hong Sang-soo
922;Festival de Gijón ; Mejor actor: ;2009; Micheal J. Smith, JimMyron Ross (ex aequo) ; Ballast ; Jung Jae-young
923;Festival de Gijón ; Mejor actor: ;2008; Mathieu Amalric ; La cuestión humana ; Maciej Pieprzyca
924;Festival de Gijón ; Mejor actor: ;2007; Shia LaBeouf, Channing Tatum, Martin Compston, Adam Scarimbolo, Peter Tambakis ; Memorias de Queens ; Dawid Ogrodnik
925;Festival de Gijón ; Mejor actor: ;2006; Mark O'Halloran, Tom Murphy ; Adam & Paul ; Louise Archambault
926;Festival de Gijón ; Mejor actor: ;2005; Mohammed Khouas ; Lila dice ; Gabrielle Marion-Rivard
927;Festival de Gijón ; Mejor actor: ;2004; Vladimir Garin, Ivan Dobronravov, Konstantin Lavronenko ; El regreso ; Amir Manor
928;Festival de Gijón ; Mejor actor: ;2003; Adam Sandler ; Embriagado de amor ; Yosef Carmon
929;Festival de Gijón ; Mejor actor: ;2002; John Cameron Mitchell ; Hedwig y The Angry Inch ; Valérie Donzelli
930;Festival de Gijón ; Mejor actor: ;2001; Michael Nyqvist ; Juntos ; Valérie Donzelli
931;Festival de Gijón ; Mejor actriz: ;2022; Andrea Riseborough ; To Leslie ; Michael Morris
932;Festival de Gijón ; Mejor actriz: ;2021; Anastasiia Budiashkina ; Olga ; Andrea Riseborough
933;Festival de Gijón ; Mejor actriz: ;2020; Irini Jambonas ; Rounds ; Elie Grappe
934;Festival de Gijón ; Mejor actriz: ;2019; Olivia Colman ; La favorita ; Anastasiia Budiashkina
935;Festival de Gijón ; Mejor actriz: ;2018; Kim Min-hee ; En la playa sola de noche ; Stephan Komandarev
936;Festival de Gijón ; Mejor actriz: ;2017; Yuliya Vysotskaya ; Paraíso ; Irini Jambonas
937;Festival de Gijón ; Mejor actriz: ;2016; Loubna Abidar ; Much Loved ; Yorgos Lanthimos
938;Festival de Gijón ; Mejor actriz: ;2015; Shivani Raghuvanshi ; Titli ; Olivia Colman
939;Festival de Gijón ; Mejor actriz: ;2014; Agata Kulesza ; Ida ; Hong Sang-soo
940;Festival de Gijón ; Mejor actriz: ;2013; Golshifteh Farahani ; La piedra de la paciencia ; Kim Min-hee
941;Festival de Gijón ; Mejor actriz: ;2012; Valérie Donzelli ; Declaración de guerra ; Andrei Konchalovsky
942;Festival de Gijón ; Mejor actriz: ;2011; Mirela Oprisor, Maria Popistasu ; Martes, después de Navidad ; Yuliya Vysotskaya
943;Festival de Gijón ; Mejor actriz: ;2010; Patrizia Gerardi ; La pivellina ; Nabil Ayouch
944;Festival de Gijón ; Mejor actriz: ;2009; Tarra Riggs ; Ballast ; Loubna Abidar
945;Festival de Gijón ; Mejor actriz: ;2008; Marie-Christine Friedrich ; Todo está perdonado ; Kanu Behl
946;Festival de Gijón ; Mejor actriz: ;2007; Sima Mobarak-Shahi, Shayesteh Irani, Ida Sadeqhi, Golnaz Farmani, Mahnat Zabihi ; Offside (Fuera de juego) ; Ranvir Shorey
947;Festival de Gijón ; Mejor actriz: ;2006; Tilda Swinton ; Thumbsucker (Haciendo dedo) ; Pawel Pawlikowski
948;Festival de Gijón ; Mejor actriz: ;2005; Graciana Chironi ; Familia rodante ; Agata Kulesza
949;Festival de Gijón ; Mejor actriz: ;2004; Frances McDormand ; La calle de las tentaciones ; Atiq Rahimi
950;Festival de Gijón ; Mejor actriz: ;2003; Oksana Akinshina ; Lilja Forever (Lilja 4-ever) ; Golshifteh Farahani
951;Festival de Gijón ; Mejor actriz: ;2002; Dina Korzun ; Last Resort ; Valérie Donzelli
982;Festival de Locarno ; Mejor actor: ;2022; Reinaldo Amien ; Tengo sueños eléctricos ; Valentina Maurel
983;Festival de Locarno ; Mejor actor: ;2021; Mohamed Mellali, Valero Escolar ; Seis días corrientes ; Daniela Marín Navarro
984;Festival de Locarno ; Mejor actor: ;2020; Regis Myrupu ; A Febre ; Neus Ballús
985;Festival de Locarno ; Mejor actor: ;2019; Joo-Bong Ki ; El hotel a orillas del río ; Valero Escolar
986;Festival de Locarno ; Mejor actor: ;2018; Andrzej Seweryn ; The Last Family ; Maya Werneck Da-Rin
987;Festival de Locarno ; Mejor actor: ;2017; Jung Jae-young ; Ahora sí, antes no ; Regis Myrupu
988;Festival de Locarno ; Mejor actor: ;2016; Yury Bykov ; The Fool ; Hong Sang-soo
989;Festival de Locarno ; Mejor actor: ;2015; Fernando Bacilio ; El mudo ; Gi Ju-bong
990;Festival de Locarno ; Mejor actor: ;2014; Walter Saabel ; The Shine of Day ; Jan P. Matuszynski
991;Festival de Locarno ; Mejor actor: ;2013; Bogdan Dumitrache ; Las mejores intenciones ; Andrzej Seweryn
992;Festival de Locarno ; Mejor actor: ;2012; Emmanuel Bilodeau ; Curling ; Hong Sang-soo
993;Festival de Locarno ; Mejor actor: ;2011; Antonis Kafetzopoulos ; Plato's Academy ; Jung Jae-young
994;Festival de Locarno ; Mejor actor: ;2010; Tayanc Ayaydin ; El mercado: Un cuento de comercio ; Yuriy Bykov
995;Festival de Locarno ; Mejor actor: ;2009; Michele Venitucci ; Fuori dalle corde (Fuera de las cuerdas) ; Artyom Bystrov
996;Festival de Locarno ; Mejor actor: ;2008; Michel Piccoli ; Sous les toits de Paris ; Daniel Vega
997;Festival de Locarno ; Mejor actor: ;2007; Burghart Klaußner ; The Man from the Embassy ; Fernando Bacilio
998;Festival de Locarno ; Mejor actor: ;2006; Patrick Drolet ; La novena ; Tizza Covi
999;Festival de Locarno ; Mejor actor: ;2005; Mohammed Bakri ; Domicilio privado ; Philipp Hochmair
1000;Festival de Locarno ; Mejor actor: ;2004; Serban Ionescu ; Maria ; Adrian Sitaru
1001;Festival de Locarno ; Mejor actor: ;2003; Yorgos Karayannis ; Hard Goodbyes: My Father ; Bogdan Dumitrache
1002;Festival de Locarno ; Mejor actor: ;2002; Andoni Gracia ; A la revolución en un dos caballos ; Denis Côté
1003;Festival de Locarno ; Mejor actor: ;2001; Roland Düringer, Josef Hader, Joachim Bißmeier (Ex-aequo) ; Hold-Up ; Emmanuel Bilodeau
1004;Festival de Locarno ; Mejor actor: ;2000; Serge Riaboukine ; Peau d'homme coeur de bête ; Filippos Tsitos
1005;Festival de Locarno ; Mejor actor: ;1999; Adam Bousdoukos, Aleksandar Jovanovic, Mehmet Kurtulus (Ex-aequo) ; Corto y con filo ; Antonis Kafetzopoulos
1006;Festival de Locarno ; Mejor actor: ;1998; Valerio Mastandrea ; Tutti giù per terra ; Ben Hopkins
1007;Festival de Locarno ; Mejor actor: ;1997; Grégoire Colin ; Nénette et Boni ; Tayanc Ayaydin
1008;Festival de Locarno ; Mejor actor: ;1996; Samy Naceri ; Rai ; Fulvio Bernasconi
1009;Festival de Locarno ; Mejor actor: ;1995; Bulle Ogier ; Personne ne m'aime ; Michele Venitucci
1010;Festival de Locarno ; Mejor actor: ;1994; André Eisermann ; Kaspar Hauser ; Hiner Saleem
1011;Festival de Locarno ; Mejor actor: ;1993; Adam Kamien ; Kornblumenblau ; Michel Piccoli
1012;Festival de Locarno ; Mejor actor: ;1992; Indra Bania ; The Catastrophe ; Dito Tsintsadze
1013;Festival de Locarno ; Mejor actor: ;1991; Dávid Vermes ; Un cuento húngaro de hadas ; Burghart Klaußner
1014;Festival de Locarno ; Mejor actor: ;1990; Parviz Sayyad ; Ferestadeh (The Mission) ; Bernard Émond
1015;Festival de Locarno ; Mejor actor: ;1989; Victor Mature ; El beso de la muerte ; Elise Guilbault
1016;Festival de Locarno ; Mejor actor: ;1988; Laird Cregar ; Concierto macabro ; Saverio Costanzo
1017;Festival de Locarno ; Mejor actriz: ;2022; Daniela Marín Navarro ; Tengo sueños eléctricos ; Valentina Maurel
1018;Festival de Locarno ; Mejor actriz: ;2021; Anastasiya Krasovskaya ; Gerda ; Daniela Marín Navarro
1019;Festival de Locarno ; Mejor actriz: ;2020; Vitalina Varela ; Vitalina Varela ; Natalya Kudryashova
1020;Festival de Locarno ; Mejor actriz: ;2019; Andra Guti ; Alice T. ; Anastasiya Krasovskaya
1021;Festival de Locarno ; Mejor actriz: ;2018; Irena Ivanova ; Godless ; Pedro Costa
1022;Festival de Locarno ; Mejor actriz: ;2017; Hiromi Demura, Rira Kawamura, Sachie Tanaka, Maiko Mihara (Ex-aequo) ; Happy Hour ; Vitalina Varela
1023;Festival de Locarno ; Mejor actriz: ;2016; Brie Larson ; Las vidas de Grace (Short Term 12) ; Radu Muntean
1024;Festival de Locarno ; Mejor actriz: ;2015; Nai An ; When Night Falls ; Andra Guti
1025;Festival de Locarno ; Mejor actriz: ;2014; María Canale ; Abrir puertas y ventanas ; Ralitza Petrova
1026;Festival de Locarno ; Mejor actriz: ;2013; Jasna Djuricic ; White White World ; Irena Ivanova
1027;Festival de Locarno ; Mejor actriz: ;2012; Lotte Verbeek ; Nada personal ; Ryûsuke Hamaguchi
1028;Festival de Locarno ; Mejor actriz: ;2011; Ilaria Occhini ; Mar negro ; Hiromi Demura
1029;Festival de Locarno ; Mejor actriz: ;2010; Marián Álvarez ; Lo mejor de mí ; Destin Cretton
1030;Festival de Locarno ; Mejor actriz: ;2009; Amber Tamblyn ; El caso Daley ; Brie Larson
1031;Festival de Locarno ; Mejor actriz: ;2008; Robin Wright, Amanda Seyfried, Sissy Spacek, Holly Hunter, Lisa Gay Hamilton, Glenn Close, Elpidia Carrillo, Amy Brenneman, Kathy Baker (Ex-aequo) ; Nueve vidas ; Ying Liang
1032;Festival de Locarno ; Mejor actriz: ;2007; Maria Kwiatkowsky, Pinar Erincin (Ex-aequo) ; En garde ; Nai An
1033;Festival de Locarno ; Mejor actriz: ;2006; Diana Dumbrava ; Maria ; Milagros Mumenthaler
1034;Festival de Locarno ; Mejor actriz: ;2005; Kiron Kher ; El silencio del agua ; María Canale
1035;Festival de Locarno ; Mejor actriz: ;2004; Holly Hunter ; Thirteen ; Oleg Novkovic
1036;Festival de Locarno ; Mejor actriz: ;2003; Taraneh Alidoosti ; I Am Taraneh, I Am Fifteen Years Old ; Uliks Fehmiu
1037;Festival de Locarno ; Mejor actriz: ;2002; Kim Ho-jung ; The Butterfly ; Urszula Antoniak
1038;Festival de Locarno ; Mejor actriz: ;2001; Sabine Timoteo ; L'amour, l'argent, l'amour ; Stephen Rea
