id;festival;categoria;año;premiado_a
12726;Premios Goya (España) ; Mejor sonido: ;1990; Antonio Bloch, Francisco Peramos, Manuel Cora 
12727;Premios Goya (España) ; Mejor sonido: ;1989;" Carlos Faruolo; Enrique Molinero "
12728;Premios Goya (España) ; Mejor sonido: ;1988;" Miguel Ángel Polo; Enrique Molinero "
12729;Premios Goya (España) ; Mejor sonido: ;1987; Bernardo Menz, Enrique Molinero 
12730;Premios Goya (España) ; Mejores efectos especiales: ;2023; Ana Rubio, Esther Ballesteros 
12731;Premios Goya (España) ; Mejores efectos especiales: ;2022; Pau Costa, Laura Pedro 
12732;Premios Goya (España) ; Mejores efectos especiales: ;2021; Mariano García, Ana Rubio 
12733;Premios Goya (España) ; Mejores efectos especiales: ;2020; Mario Campoy, Iñaki Madariaga 
12734;Premios Goya (España) ; Mejores efectos especiales: ;2019; Laura Pedro, Lluís Rivera 
12735;Premios Goya (España) ; Mejores efectos especiales: ;2018; Jon Serrano, David Heras 
12736;Premios Goya (España) ; Mejores efectos especiales: ;2017; Pau Costa, Félix Bergés 
12737;Premios Goya (España) ; Mejores efectos especiales: ;2016; Lluís Rivera, Lluís Castells 
12738;Premios Goya (España) ; Mejores efectos especiales: ;2015; Raúl Romanillos, Guillermo Orbe 
12739;Premios Goya (España) ; Mejores efectos especiales: ;2014; Juan Ramón Molina, Ferran Piquer 
12740;Premios Goya (España) ; Mejores efectos especiales: ;2013; Pau Costa, Félix Bergés 
12741;Premios Goya (España) ; Mejores efectos especiales: ;2012; Arturo Balseiro, Lluís Castells 
12742;Premios Goya (España) ; Mejores efectos especiales: ;2011; Reyes Abades, Ferran Piquer 
12743;Premios Goya (España) ; Mejores efectos especiales: ;2010; Chris Reynolds, Félix Bergés 
12744;Premios Goya (España) ; Mejores efectos especiales: ;2009; Alex Grau, Chema Remacha, Eduardo Díaz, Pau Costa, Raúl Romanillos, José Quetglás 
12745;Premios Goya (España) ; Mejores efectos especiales: ;2008; David Martí, Montse Ribé, Pau Costa, Enric Masip, Lluís Castells, Jordi San Agustín 
12746;Premios Goya (España) ; Mejores efectos especiales: ;2007; David Martí, Emilio Ruiz del Río, Everett Burrell, Montse Ribé, Reyes Abades, Edward Irastorza 
12747;Premios Goya (España) ; Mejores efectos especiales: ;2006; David Martí, Félix Bergés, Félix Cordón, Montse Ribé, Rafa Solorzano 
12748;Premios Goya (España) ; Mejores efectos especiales: ;2005; Reyes Abades, Jesús Pascual, José Ramón Lorenzo Picado 
12749;Premios Goya (España) ; Mejores efectos especiales: ;2004; Raúl Romanillos, Pau Costa, Julio Navarro, Félix Bergés 
12750;Premios Goya (España) ; Mejores efectos especiales: ;2003; Juan Ramón Molina, Félix Bergés, Rafael Solórzano 
12751;Premios Goya (España) ; Mejores efectos especiales: ;2002; Reyes Abades, Josep Maria Aragonés, Carlos Martínez, Ana Nuñez, Antonio Ojeda 
12752;Premios Goya (España) ; Mejores efectos especiales: ;2001; Félix Bergés, Raúl Romanillos, Pau Costa, Julio Navarro 
12753;Premios Goya (España) ; Mejores efectos especiales: ;2000; R. Romanillos, M. Horrillo, J. Núñez & E. Ruiz 
12754;Premios Goya (España) ; Mejores efectos especiales: ;1999; Raúl Romanillos, Félix Bergés 
12755;Premios Goya (España) ; Mejores efectos especiales: ;1998; Juan Ramón Molina 
12756;Premios Goya (España) ; Mejores efectos especiales: ;1997; Reyes Abades & Ignacio Sanz Pastor 
12757;Premios Goya (España) ; Mejores efectos especiales: ;1996; Reyes Abades, Juan Tomicic, Manuel Horrillo 
12758;Premios Goya (España) ; Mejores efectos especiales: ;1995; Reyes Abades 
12759;Premios Goya (España) ; Mejores efectos especiales: ;1994; Hipólito Cantero 
12760;Premios Goya (España) ; Mejores efectos especiales: ;1993; Olivier Gleyze, Yves Domenjoud, Jean-Baptiste Bonetto, Bernard Andre Le Boette, Emilio Ruiz, Hipólito Cantero 
12761;Premios Goya (España) ; Mejores efectos especiales: ;1992; Reyes Abades 
12762;Premios Goya (España) ; Mejores efectos especiales: ;1991; Reyes Abades 
12763;Premios Goya (España) ; Mejores efectos especiales: ;1990;" Colin Arthur; Basilio Cortijo; Carlo De Marchis "
12764;Premios Goya (España) ; Mejores efectos especiales: ;1989;" Gonzalo Gonzalo; Basilio Cortijo; Carlo De Marchis "
12765;Premios Goya (España) ; Mejores efectos especiales: ;1988; Francisco Teres 
12766;Premios Guldbagge (Suecia) ; Mejor director: ;2023; Ruben Östlund 
12767;Premios Guldbagge (Suecia) ; Mejor director: ;2022; Nathalie Álvarez Mesén 
12768;Premios Guldbagge (Suecia) ; Mejor director: ;2021; Amanda Kernell 
12769;Premios Guldbagge (Suecia) ; Mejor director: ;2020; Hugo Lilja, Pella Kågerman 
12770;Premios Guldbagge (Suecia) ; Mejor director: ;2019; Carl Javér 
12771;Premios Guldbagge (Suecia) ; Mejor director: ;2018; Ruben Östlund 
12772;Premios Guldbagge (Suecia) ; Mejor director: ;2017; Goran Kapetanovic 
12773;Premios Guldbagge (Suecia) ; Mejor director: ;2016; Magnus von Horn 
12774;Premios Guldbagge (Suecia) ; Mejor director: ;2015; Ruben Östlund 
12775;Premios Guldbagge (Suecia) ; Mejor director: ;2014; Per Fly 
12776;Premios Guldbagge (Suecia) ; Mejor director: ;2013; Gabriela Pichler 
12777;Premios Guldbagge (Suecia) ; Mejor director: ;2012; Ruben Östlund 
12778;Premios Guldbagge (Suecia) ; Mejor director: ;2011; Pernilla August 
12779;Premios Guldbagge (Suecia) ; Mejor director: ;2010; Lisa Siwe 
12780;Premios Guldbagge (Suecia) ; Mejor director: ;2009; Tomas Alfredson 
12781;Premios Guldbagge (Suecia) ; Mejor director: ;2008; Roy Andersson 
12782;Premios Guldbagge (Suecia) ; Mejor director: ;2007; Ylva Gustavsson, Catti Edfeldt 
12783;Premios Guldbagge (Suecia) ; Mejor director: ;2006; Ulf Malmros 
12784;Premios Guldbagge (Suecia) ; Mejor director: ;2005; Tomas Alfredson 
12785;Premios Guldbagge (Suecia) ; Mejor director: ;2004; Björn Runge 
12786;Premios Guldbagge (Suecia) ; Mejor director: ;2003; Lukas Moodysson 
12787;Premios Guldbagge (Suecia) ; Mejor director: ;2002; Jan Troell 
12788;Premios Guldbagge (Suecia) ; Mejor director: ;2001; Roy Andersson 
12789;Premios Guldbagge (Suecia) ; Mejor director: ;2000; Ella Lemhagen 
12790;Premios Guldbagge (Suecia) ; Mejor director: ;1999; Lukas Moodysson 
12791;Premios Guldbagge (Suecia) ; Mejor director: ;1998; Daniel Alfredson 
12792;Premios Guldbagge (Suecia) ; Mejor director: ;1997; Kjell Sundvall 
12793;Premios Guldbagge (Suecia) ; Mejor director: ;1996; Bo Widerberg 
12794;Premios Guldbagge (Suecia) ; Mejor director: ;1995; Ulf Hultberg, Åsa Faringer 
12795;Premios Guldbagge (Suecia) ; Mejor director: ;1994; Clas Lindberg 
12796;Premios Guldbagge (Suecia) ; Mejor director: ;1993; Colin Nutley 
12797;Premios Guldbagge (Suecia) ; Mejor director: ;1992; Anders Grönros 
12798;Premios Guldbagge (Suecia) ; Mejor director: ;1991; Kjell Grede 
12799;Premios Guldbagge (Suecia) ; Mejor director: ;1990; Åke Sandgren 
12800;Premios Guldbagge (Suecia) ; Mejor director: ;1989; Max von Sydow 
12801;Premios Guldbagge (Suecia) ; Mejor director: ;1988; Kjell Grede 
12802;Premios Guldbagge (Suecia) ; Mejor director: ;1987; Suzanne Osten 
12803;Premios Guldbagge (Suecia) ; Mejor director: ;1986; Hans Alfredson 
12804;Premios Guldbagge (Suecia) ; Mejor director: ;1985; Hrafn Gunnlaugsson 
12805;Premios Guldbagge (Suecia) ; Mejor director: ;1984; Ingmar Bergman 
12806;Premios Guldbagge (Suecia) ; Mejor director: ;1983; Hans Alfredson 
12807;Premios Guldbagge (Suecia) ; Mejor director: ;1982; Kay Pollak 
12808;Premios Guldbagge (Suecia) ; Mejor director: ;1981; Stefan Jarl 
12809;Premios Guldbagge (Suecia) ; Mejor director: ;1980; Olle Hellbom 
12810;Premios Guldbagge (Suecia) ; Mejor director: ;1979; Marianne Ahrne 
12811;Premios Guldbagge (Suecia) ; Mejor director: ;1978; Jan Halldoff 
12812;Premios Guldbagge (Suecia) ; Mejor director: ;1977; Hans Alfredson 
12813;Premios Guldbagge (Suecia) ; Mejor director: ;1976; Vilgot Sjöman 
12814;Premios Guldbagge (Suecia) ; Mejor director: ;1975; Johan Bergenstråhle 
12815;Premios Guldbagge (Suecia) ; Mejor director: ;1974; Tage Danielsson 
12816;Premios Guldbagge (Suecia) ; Mejor director: ;1973; Lars Lennart Forsberg 
12817;Premios Guldbagge (Suecia) ; Mejor director: ;1972; Bo Widerberg 
12818;Premios Guldbagge (Suecia) ; Mejor director: ;1971; Kjell Grede 
12819;Premios Guldbagge (Suecia) ; Mejor director: ;1970; Jan Troell 
12820;Premios Guldbagge (Suecia) ; Mejor director: ;1969; Alf Sjöberg 
12821;Premios Guldbagge (Suecia) ; Mejor director: ;1968; Arne Sucksdorff 
12822;Premios Guldbagge (Suecia) ; Mejor director: ;1967; Ingmar Bergman 
12823;Premios Guldbagge (Suecia) ; Mejor actriz: ;2023; Sigrid Johnson 
12824;Premios Guldbagge (Suecia) ; Mejor actriz: ;2022; Sofia Kappel 
12825;Premios Guldbagge (Suecia) ; Mejor actriz: ;2021; Ane Dahl Torp 
12826;Premios Guldbagge (Suecia) ; Mejor actriz: ;2020; Emelie Garbers 
12827;Premios Guldbagge (Suecia) ; Mejor actriz: ;2019; Eva Melander 
12828;Premios Guldbagge (Suecia) ; Mejor actriz: ;2018; Lene Cecilia Sparrok 
12829;Premios Guldbagge (Suecia) ; Mejor actriz: ;2017; Maria Sundbom 
12830;Premios Guldbagge (Suecia) ; Mejor actriz: ;2016; Malin Levanon 
12831;Premios Guldbagge (Suecia) ; Mejor actriz: ;2015; Saga Becker 
12832;Premios Guldbagge (Suecia) ; Mejor actriz: ;2014; Edda Magnason 
12833;Premios Guldbagge (Suecia) ; Mejor actriz: ;2013; Nermina Lukac 
12834;Premios Guldbagge (Suecia) ; Mejor actriz: ;2012; Ann Petrén 
12835;Premios Guldbagge (Suecia) ; Mejor actriz: ;2011; Alicia Vikander 
12836;Premios Guldbagge (Suecia) ; Mejor actriz: ;2010; Noomi Rapace 
12837;Premios Guldbagge (Suecia) ; Mejor actriz: ;2009; Maria Heiskanen 
12838;Premios Guldbagge (Suecia) ; Mejor actriz: ;2008; Sofia Ledarp 
12839;Premios Guldbagge (Suecia) ; Mejor actriz: ;2007; Haddy Jallow 
12840;Premios Guldbagge (Suecia) ; Mejor actriz: ;2006; Maria Lundqvist 
12841;Premios Guldbagge (Suecia) ; Mejor actriz: ;2005; Maria Kulle 
12842;Premios Guldbagge (Suecia) ; Mejor actriz: ;2004; Ann Petrén 
12843;Premios Guldbagge (Suecia) ; Mejor actriz: ;2003; Oksana Akinshina 
12844;Premios Guldbagge (Suecia) ; Mejor actriz: ;2002; Viveka Seldahl 
12845;Premios Guldbagge (Suecia) ; Mejor actriz: ;2001; Lena Endre 
12846;Premios Guldbagge (Suecia) ; Mejor actriz: ;2000; Katarina Ewerlöf 
12847;Premios Guldbagge (Suecia) ; Mejor actriz: ;1999; Alexandra Dahlström, Rebecka Liljeberg 
12848;Premios Guldbagge (Suecia) ; Mejor actriz: ;1998; Johanna Sällström 
12849;Premios Guldbagge (Suecia) ; Mejor actriz: ;1997; Ghita Nørby 
12850;Premios Guldbagge (Suecia) ; Mejor actriz: ;1996; Gunilla Röör 
12851;Premios Guldbagge (Suecia) ; Mejor actriz: ;1995; Suzanne Reuter 
12852;Premios Guldbagge (Suecia) ; Mejor actriz: ;1994; Helena Bergström 
12853;Premios Guldbagge (Suecia) ; Mejor actriz: ;1993; Helena Bergström 
12854;Premios Guldbagge (Suecia) ; Mejor actriz: ;1992; Pernilla August 
12855;Premios Guldbagge (Suecia) ; Mejor actriz: ;1991; Gunilla Röör 
12856;Premios Guldbagge (Suecia) ; Mejor actriz: ;1990; Malin Ek 
12857;Premios Guldbagge (Suecia) ; Mejor actriz: ;1989; Viveka Seldahl 
12858;Premios Guldbagge (Suecia) ; Mejor actriz: ;1988; Lena T. Hansson 
12859;Premios Guldbagge (Suecia) ; Mejor actriz: ;1987; Lene Brøndum 
12860;Premios Guldbagge (Suecia) ; Mejor actriz: ;1986; Stina Ekblad 
12861;Premios Guldbagge (Suecia) ; Mejor actriz: ;1985; Stina Ekblad 
12862;Premios Guldbagge (Suecia) ; Mejor actriz: ;1984; Malin Ek 
12863;Premios Guldbagge (Suecia) ; Mejor actriz: ;1983; Gunilla Nyroos 
12864;Premios Guldbagge (Suecia) ; Mejor actriz: ;1982; Kim Anderzon 
12865;Premios Guldbagge (Suecia) ; Mejor actriz: ;1981; Malin Ek 
12866;Premios Guldbagge (Suecia) ; Mejor actriz: ;1980; Sunniva Lindekleiv, Lise Fjeldstad, Rønnaug Alten 
12867;Premios Guldbagge (Suecia) ; Mejor actriz: ;1979; Gunn Wållgren 
12868;Premios Guldbagge (Suecia) ; Mejor actriz: ;1978; Sif Ruud 
12869;Premios Guldbagge (Suecia) ; Mejor actriz: ;1977; Lil Terselius 
12870;Premios Guldbagge (Suecia) ; Mejor actriz: ;1976; Birgitta Valberg 
12871;Premios Guldbagge (Suecia) ; Mejor actriz: ;1975; Margaretha Krook 
12872;Premios Guldbagge (Suecia) ; Mejor actriz: ;1974; Lis Nilheim 
12873;Premios Guldbagge (Suecia) ; Mejor actriz: ;1973; Inga Tidblad 
12874;Premios Guldbagge (Suecia) ; Mejor actriz: ;1972; Harriet Andersson 
12875;Premios Guldbagge (Suecia) ; Mejor actriz: ;1971; Monica Zetterlund 
12876;Premios Guldbagge (Suecia) ; Mejor actriz: ;1970; Monica Zetterlund 
12877;Premios Guldbagge (Suecia) ; Mejor actriz: ;1969; Anita Ekström 
12878;Premios Guldbagge (Suecia) ; Mejor actriz: ;1968; Liv Ullmann 
12879;Premios Guldbagge (Suecia) ; Mejor actriz: ;1967; Lena Nyman 
12880;Premios Guldbagge (Suecia) ; Mejor actriz: ;1966; Bibi Andersson 
12881;Premios Guldbagge (Suecia) ; Mejor actriz: ;1965; Christina Schollin 
12882;Premios Guldbagge (Suecia) ; Mejor actor: ;2023; Granit Rushiti 
12883;Premios Guldbagge (Suecia) ; Mejor actor: ;2022; Jonas Karlsson 
12884;Premios Guldbagge (Suecia) ; Mejor actor: ;2021; Uje Brandelius 
12885;Premios Guldbagge (Suecia) ; Mejor actor: ;2020; Levan Gelbakhiani 
12886;Premios Guldbagge (Suecia) ; Mejor actor: ;2019; Joakim Sällquist 
12887;Premios Guldbagge (Suecia) ; Mejor actor: ;2018; Fares Fares 
12888;Premios Guldbagge (Suecia) ; Mejor actor: ;2017; Anders Mossling 
12889;Premios Guldbagge (Suecia) ; Mejor actor: ;2016; Rolf Lassgård 
12890;Premios Guldbagge (Suecia) ; Mejor actor: ;2015; Sverrir Gudnason 
12891;Premios Guldbagge (Suecia) ; Mejor actor: ;2014; Mikael Persbrandt 
12892;Premios Guldbagge (Suecia) ; Mejor actor: ;2013; Johannes Brost 
12893;Premios Guldbagge (Suecia) ; Mejor actor: ;2012; Sven-Bertil Taube 
12894;Premios Guldbagge (Suecia) ; Mejor actor: ;2011; Joel Kinnaman 
12895;Premios Guldbagge (Suecia) ; Mejor actor: ;2010; Claes Ljungmark 
12896;Premios Guldbagge (Suecia) ; Mejor actor: ;2009; Mikael Persbrandt 
12897;Premios Guldbagge (Suecia) ; Mejor actor: ;2008; Michael Segerstrom 
12898;Premios Guldbagge (Suecia) ; Mejor actor: ;2007; Gustaf Skarsgård 
12899;Premios Guldbagge (Suecia) ; Mejor actor: ;2006; Krister Henriksson 
12900;Premios Guldbagge (Suecia) ; Mejor actor: ;2005; Robert Gustafsson 
12901;Premios Guldbagge (Suecia) ; Mejor actor: ;2004; Jonas Karlsson 
12902;Premios Guldbagge (Suecia) ; Mejor actor: ;2003; Michael Nyqvist 
12903;Premios Guldbagge (Suecia) ; Mejor actor: ;2002; Sven Wollter 
12904;Premios Guldbagge (Suecia) ; Mejor actor: ;2001; Kjell Bergqvist 
12905;Premios Guldbagge (Suecia) ; Mejor actor: ;2000; Björn Kjellman 
12906;Premios Guldbagge (Suecia) ; Mejor actor: ;1999; Krister Henriksson 
12907;Premios Guldbagge (Suecia) ; Mejor actor: ;1998; Goran Stangertz 
12908;Premios Guldbagge (Suecia) ; Mejor actor: ;1997; Max von Sydow 
12909;Premios Guldbagge (Suecia) ; Mejor actor: ;1996; Loa Falkman 
12910;Premios Guldbagge (Suecia) ; Mejor actor: ;1995; Sven-Bertil Taube 
12911;Premios Guldbagge (Suecia) ; Mejor actor: ;1994; Sven Lindberg 
12912;Premios Guldbagge (Suecia) ; Mejor actor: ;1993; Rolf Lassgård 
12913;Premios Guldbagge (Suecia) ; Mejor actor: ;1992; Lasse Åberg 
12914;Premios Guldbagge (Suecia) ; Mejor actor: ;1991; Börje Ahlstedt 
12915;Premios Guldbagge (Suecia) ; Mejor actor: ;1990; Stellan Skarsgård 
12916;Premios Guldbagge (Suecia) ; Mejor actor: ;1989; Stellan Skarsgård 
12917;Premios Guldbagge (Suecia) ; Mejor actor: ;1988; Tomas Bolme 
12918;Premios Guldbagge (Suecia) ; Mejor actor: ;1987; Max von Sydow 
12919;Premios Guldbagge (Suecia) ; Mejor actor: ;1986; Erland Josephson 
12920;Premios Guldbagge (Suecia) ; Mejor actor: ;1985; Erland Josephson 
12921;Premios Guldbagge (Suecia) ; Mejor actor: ;1984; Anton Glanzelius 
12922;Premios Guldbagge (Suecia) ; Mejor actor: ;1983; Sven Wollter 
12923;Premios Guldbagge (Suecia) ; Mejor actor: ;1982; Sven Wollter 
12924;Premios Guldbagge (Suecia) ; Mejor actor: ;1981; Jarl Kulle 
12925;Premios Guldbagge (Suecia) ; Mejor actor: ;1980; Stellan Skarsgård 
12926;Premios Guldbagge (Suecia) ; Mejor actor: ;1979; Ingvar Hirdwall 
12927;Premios Guldbagge (Suecia) ; Mejor actor: ;1978; Peter Lindgren 
12928;Premios Guldbagge (Suecia) ; Mejor actor: ;1977; Anders Åberg 
12929;Premios Guldbagge (Suecia) ; Mejor actor: ;1976; Anders Lönnbro 
12930;Premios Guldbagge (Suecia) ; Mejor actor: ;1975; Håkan Serner 
12931;Premios Guldbagge (Suecia) ; Mejor actor: ;1974; Håkan Serner 
12932;Premios Guldbagge (Suecia) ; Mejor actor: ;1973; Toivo Pawlo 
12933;Premios Guldbagge (Suecia) ; Mejor actor: ;1972; Goran Stangertz 
12934;Premios Guldbagge (Suecia) ; Mejor actor: ;1971; Allan Edwall 
12935;Premios Guldbagge (Suecia) ; Mejor actor: ;1970; Gösta Ekman 
12936;Premios Guldbagge (Suecia) ; Mejor actor: ;1969; Eddie Axberg 
12937;Premios Guldbagge (Suecia) ; Mejor actor: ;1968; Eddie Axberg 
12938;Premios Guldbagge (Suecia) ; Mejor actor: ;1967; Carl-Gustaf Lindstedt 
12939;Premios Guldbagge (Suecia) ; Mejor actor: ;1966; Roland Hedlund 
12940;Premios Guldbagge (Suecia) ; Mejor actor: ;1965; Halvar Björk 
12941;Premios Guldbagge (Suecia) ; Mejor actriz de reparto: ;2023; Dolly De Leon 
12942;Premios Guldbagge (Suecia) ; Mejor actriz de reparto: ;2022; Jennie Silfverhjelm 
12943;Premios Guldbagge (Suecia) ; Mejor actriz de reparto: ;2021; Lena Endre 
12944;Premios Guldbagge (Suecia) ; Mejor actriz de reparto: ;2020; Bianca Cruzeiro 
12945;Premios Guldbagge (Suecia) ; Mejor actriz de reparto: ;2019; Lena Nilsson 
12946;Premios Guldbagge (Suecia) ; Mejor actriz de reparto: ;2018; Julia Kijowska 
12947;Premios Guldbagge (Suecia) ; Mejor actriz de reparto: ;2017; Sadzida Setic 
12948;Premios Guldbagge (Suecia) ; Mejor actriz de reparto: ;2016; Eva Melander 
12949;Premios Guldbagge (Suecia) ; Mejor actriz de reparto: ;2015; Anita Wall 
12950;Premios Guldbagge (Suecia) ; Mejor actriz de reparto: ;2014; Anna Bjelkerud 
12951;Premios Guldbagge (Suecia) ; Mejor actriz de reparto: ;2013; Ulla Skoog 
12952;Premios Guldbagge (Suecia) ; Mejor actriz de reparto: ;2012; Cecilia Nilsson 
12953;Premios Guldbagge (Suecia) ; Mejor actriz de reparto: ;2011; Outi Mäenpää 
12954;Premios Guldbagge (Suecia) ; Mejor actriz de reparto: ;2010; Anki Lidén 
12955;Premios Guldbagge (Suecia) ; Mejor actriz de reparto: ;2009; Maria Lundqvist 
12956;Premios Guldbagge (Suecia) ; Mejor actriz de reparto: ;2008; Bibi Andersson 
12957;Premios Guldbagge (Suecia) ; Mejor actriz de reparto: ;2007; Lia Boysen 
12958;Premios Guldbagge (Suecia) ; Mejor actriz de reparto: ;2006; Ghita Nørby 
12959;Premios Guldbagge (Suecia) ; Mejor actriz de reparto: ;2005; Kajsa Ernst 
12960;Premios Guldbagge (Suecia) ; Mejor actriz de reparto: ;2004; Bibi Andersson 
12961;Premios Guldbagge (Suecia) ; Mejor actriz de reparto: ;2003; Cecilia Frode 
12962;Premios Guldbagge (Suecia) ; Mejor actriz de reparto: ;2002; Carina Johansson 
12963;Premios Guldbagge (Suecia) ; Mejor actriz de reparto: ;2001; Bibi Andersson 
12964;Premios Guldbagge (Suecia) ; Mejor actriz de reparto: ;2000; Pernilla August 
12965;Premios Guldbagge (Suecia) ; Mejor actriz de reparto: ;1999; Maria Langhammer 
12966;Premios Guldbagge (Suecia) ; Mejor actriz de reparto: ;1998; Tintin Anderzon 
12967;Premios Guldbagge (Suecia) ; Mejor actriz de reparto: ;1997; Lena Endre 
12968;Premios Guldbagge (Suecia) ; Mejor actriz de reparto: ;1996; Sif Ruud 
12969;Premios Guldbagge (Suecia) ; Mejor actriz de reparto: ;1995; Sif Ruud 
12970;Premios Guldbagge (Suecia) ; Mejor actor de reparto: ;2023; Zlatko Buric 
12971;Premios Guldbagge (Suecia) ; Mejor actor de reparto: ;2022; Jonay Pineda Skallak 
12972;Premios Guldbagge (Suecia) ; Mejor actor de reparto: ;2021; Ahmad Fadel 
12973;Premios Guldbagge (Suecia) ; Mejor actor de reparto: ;2020; David Dencik 
12974;Premios Guldbagge (Suecia) ; Mejor actor de reparto: ;2019; Eero Milonoff 
12975;Premios Guldbagge (Suecia) ; Mejor actor de reparto: ;2018; Stellan Skarsgård 
12976;Premios Guldbagge (Suecia) ; Mejor actor de reparto: ;2017; Michael Nyqvist 
12977;Premios Guldbagge (Suecia) ; Mejor actor de reparto: ;2016; Mats Blomgren 
12978;Premios Guldbagge (Suecia) ; Mejor actor de reparto: ;2015; Kristofer Hivju 
12979;Premios Guldbagge (Suecia) ; Mejor actor de reparto: ;2014; Sverrir Gudnason 
12980;Premios Guldbagge (Suecia) ; Mejor actor de reparto: ;2013; Peter Carlberg 
12981;Premios Guldbagge (Suecia) ; Mejor actor de reparto: ;2012; Jan Josef Liefers 
12982;Premios Guldbagge (Suecia) ; Mejor actor de reparto: ;2011; Peter Dalle 
12983;Premios Guldbagge (Suecia) ; Mejor actor de reparto: ;2010; Kjell Bergqvist 
12984;Premios Guldbagge (Suecia) ; Mejor actor de reparto: ;2009; Jesper Christensen 
12985;Premios Guldbagge (Suecia) ; Mejor actor de reparto: ;2008; Hassan Brijany 
12986;Premios Guldbagge (Suecia) ; Mejor actor de reparto: ;2007; Anders Ahlbom 
12987;Premios Guldbagge (Suecia) ; Mejor actor de reparto: ;2006; Magnus Krepper 
12988;Premios Guldbagge (Suecia) ; Mejor actor de reparto: ;2005; Ulf Brunnberg 
12989;Premios Guldbagge (Suecia) ; Mejor actor de reparto: ;2004; Ingvar Hirdwall 
12990;Premios Guldbagge (Suecia) ; Mejor actor de reparto: ;2003; Göran Ragnerstam 
12991;Premios Guldbagge (Suecia) ; Mejor actor de reparto: ;2002; Brasse Brännström 
12992;Premios Guldbagge (Suecia) ; Mejor actor de reparto: ;2001; Said Oveissi 
12993;Premios Guldbagge (Suecia) ; Mejor actor de reparto: ;2000; Shanti Roney 
12994;Premios Guldbagge (Suecia) ; Mejor actor de reparto: ;1999; Thommy Berggren 
12995;Premios Guldbagge (Suecia) ; Mejor actor de reparto: ;1998; Emil Forselius 
12996;Premios Guldbagge (Suecia) ; Mejor actor de reparto: ;1997; Lennart Jähkel 
12997;Premios Guldbagge (Suecia) ; Mejor actor de reparto: ;1996; Tomas Von Brömssen 
12998;Premios Guldbagge (Suecia) ; Mejor guion: ;2023; Tarik Saleh 
12999;Premios Guldbagge (Suecia) ; Mejor guion: ;2022; Nathalie Álvarez Mesén, Maria Camila Arias 
13000;Premios Guldbagge (Suecia) ; Mejor guion: ;2021; Uje Brandelius 
13001;Premios Guldbagge (Suecia) ; Mejor guion: ;2020; Levan Akin 
13002;Premios Guldbagge (Suecia) ; Mejor guion: ;2019; Peter Grönlund 
13003;Premios Guldbagge (Suecia) ; Mejor guion: ;2018; Amanda Kernell 
13004;Premios Guldbagge (Suecia) ; Mejor guion: ;2017; Johannes Nyholm 
13005;Premios Guldbagge (Suecia) ; Mejor guion: ;2016; Peter Grönlund 
13006;Premios Guldbagge (Suecia) ; Mejor guion: ;2015; Ruben Östlund 
13007;Premios Guldbagge (Suecia) ; Mejor guion: ;2014; Anna Odell 
13008;Premios Guldbagge (Suecia) ; Mejor guion: ;2013; Gabriela Pichler 
13009;Premios Guldbagge (Suecia) ; Mejor guion: ;2012; Lisa Aschan, Josefine Adolfsson 
13010;Premios Guldbagge (Suecia) ; Mejor guion: ;2011; Lisa Langseth 
13011;Premios Guldbagge (Suecia) ; Mejor guion: ;2010; Ulf Malmros 
13012;Premios Guldbagge (Suecia) ; Mejor guion: ;2009; John Ajvide Lindqvist 
13013;Premios Guldbagge (Suecia) ; Mejor guion: ;2008; Roy Andersson 
13014;Premios Guldbagge (Suecia) ; Mejor guion: ;2007; Ylva Gustavsson, Hans Renhäll 
13015;Premios Guldbagge (Suecia) ; Mejor guion: ;2006; Lena Einhorn 
13016;Premios Guldbagge (Suecia) ; Mejor guion: ;2005; Maria Blom 
13017;Premios Guldbagge (Suecia) ; Mejor guion: ;2004; Björn Runge 
13018;Premios Guldbagge (Suecia) ; Mejor guion: ;2003; Lukas Moodysson 
13019;Premios Guldbagge (Suecia) ; Mejor guion: ;2002; Hans Gunnarsson, Mikael Håfström 
13020;Premios Guldbagge (Suecia) ; Mejor guion: ;2001; Roy Andersson 
13021;Premios Guldbagge (Suecia) ; Mejor guion: ;2000; Ulf Stark 
13022;Premios Guldbagge (Suecia) ; Mejor guion: ;1999; Lukas Moodysson 
13023;Premios Guldbagge (Suecia) ; Mejor guion: ;1998; Annika Thor 
13024;Premios Guldbagge (Suecia) ; Mejor guion: ;1997; Per Olov Enquist 
13025;Premios Guldbagge (Suecia) ; Mejor guion: ;1996; Jonas Gardell 
13026;Premios Guldbagge (Suecia) ; Mejor guion: ;1995; Peter Dalle, Rolf Börjlind 
13027;Premios Guldbagge (Suecia) ; Mejor guion: ;1994; Daniel Alfredson, Jonas Cornell 
13028;Premios Guldbagge (Suecia) ; Mejor guion: ;1993; Ingmar Bergman 
13029;Premios Guldbagge (Suecia) ; Mejor guion: ;1992; Clas Lindberg 
13030;Premios Guldbagge (Suecia) ; Mejor guion: ;1991; Kjell Grede 
13031;Premios Guldbagge (Suecia) ; Mejor guion: ;1990; Åke Sandgren, Stig Larsson 
13032;Premios Guldbagge (Suecia) ; Mejor guion: ;1989; Bengt Danneborn, Lennart Persson 
13033;Premios Guldbagge (Suecia) ; Mejor fotografía: ;2023; Jonas Alarik 
13034;Premios Guldbagge (Suecia) ; Mejor fotografía: ;2022; Sophie Winqvist 
